Component,Publication Grant Number,Publication Consortium Name,Publication Theme Name,Publication Doi,Publication Journal,Pubmed Id,Pubmed Url,Publication Title,Publication Year,Publication Keywords,Publication Authors,Publication Abstract,Publication Assay,Publication Tumor Type,Publication Tissue,Publication Dataset Alias,Publication Accessibility
PublicationView,CA274502,CSBC,"Computational Resource, Heterogeneity",https://doi.org/10.1016/j.cell.2024.10.038,Cell,39547210,https://pubmed.ncbi.nlm.nih.gov/39547210,Discovery and significance of protein-protein interactions in health and disease,2024,,"Jack F Greenblatt, Bruce M Alberts, Nevan J Krogan","The identification of individual protein-protein interactions (PPIs) began more than 40 years ago, using protein affinity chromatography and antibody co-immunoprecipitation. As new technologies emerged, analysis of PPIs increased to a genome-wide scale with the introduction of intracellular tagging methods, affinity purification (AP) followed by mass spectrometry (MS), and co-fractionation MS (CF-MS). Now, combining the resulting catalogs of interactions with complementary methods, including crosslinking MS (XL-MS) and cryogenic electron microscopy (cryo-EM), helps distinguish direct interactions from indirect ones within the same or between different protein complexes. These powerful approaches and the promise of artificial intelligence applications like AlphaFold herald a future where PPIs and protein complexes, including energy-driven protein machines, will be understood in exquisite detail, unlocking new insights in the contexts of both basic biology and disease.",,Pan-cancer,Not Applicable,,Open Access
PublicationView,CA274502,CSBC,"Computational Resource, Heterogeneity",https://doi.org/10.1039/d4sm00971a,Soft Matter,39552222,https://pubmed.ncbi.nlm.nih.gov/39552222,Modeling collagen fibril degradation as a function of matrix microarchitecture,2024,,"Bhanjan Debnath, Badri Narayanan Narasimhan, Stephanie I Fraley, Padmini Rangamani","Collagenolytic degradation is a process fundamental to tissue remodeling. The microarchitecture of collagen fibril networks changes during development, aging, and disease. Such changes to microarchitecture are often accompanied by changes in matrix degradability. In a matrix, the pore size and fibril characteristics such as length, diameter, number, orientation, and curvature are the major variables that define the microarchitecture. <i>In vitro</i>, collagen matrices of the same concentration but different microarchitectures also vary in degradation rate. How do different microarchitectures affect matrix degradation? To answer this question, we developed a computational model of collagen degradation. We first developed a lattice model that describes collagen degradation at the scale of a single fibril. We then extended this model to investigate the role of microarchitecture using Brownian dynamics simulation of enzymes in a multi-fibril three dimensional matrix to predict its degradability. Our simulations predict that the distribution of enzymes around the fibrils is non-uniform and depends on the microarchitecture of the matrix. This non-uniformity in enzyme distribution can lead to different extents of degradability for matrices of different microarchitectures. Our simulations predict that for the same enzyme concentration and collagen concentration, a matrix with thicker fibrils degrades more than that with thinner fibrils. Our model predictions were tested using <i>in vitro</i> experiments with synthetic collagen gels of different microarchitectures. Experiments showed that indeed degradation of collagen depends on the matrix architecture and fibril thickness. In summary, our study shows that the microarchitecture of the collagen matrix is an important determinant of its degradability.",,,,,Restricted Access
PublicationView,CA243072,CSBC,Drug Resistance/Sensitivity,https://doi.org/10.1038/s41375-024-02493-3,Leukemia,39681640,https://pubmed.ncbi.nlm.nih.gov/39681640,Co-targeting of the thymic stromal lymphopoietin receptor to decrease immunotherapeutic resistance in CRLF2-rearranged Ph-like and Down syndrome acute lymphoblastic leukemia,2024,,"Tommaso Balestra, Lisa M Niswander, Asen Bagashev, Joseph P Loftus, Savannah L Ross, Robert K Chen, Samantha M McClellan, Jacob J Junco, Diego A Bárcenas López, Karen R Rabin, Terry J Fry, Sarah K Tasian","CRLF2 rearrangements occur in >50% of Ph-like and Down syndrome (DS)-associated B-acute lymphoblastic leukemia (ALL) and induce constitutive kinase signaling targetable by the JAK1/2 inhibitor ruxolitinib under current clinical investigation. While chimeric antigen receptor T cell (CART) immunotherapies have achieved remarkable remission rates in children with relapsed/refractory B-ALL, ~50% of CD19CART-treated patients relapse again, many with CD19 antigen loss. We previously reported preclinical activity of thymic stromal lymphopoietin receptor-targeted cellular immunotherapy (TSLPRCART) against CRLF2-overexpressing ALL as an alternative approach. In this study, we posited that combinatorial TSLPRCART and ruxolitinib would have superior activity and first validated potent TSLPRCART-induced inhibition of leukemia proliferation in vitro in CRLF2-rearranged ALL cell lines and in vivo in Ph-like and DS-ALL patient-derived xenograft (PDX) models. However, simultaneous TSLPRCART/ruxolitinib or CD19CART/ruxolitinib treatment during initial CART expansion diminished T cell proliferation, blunted cytokine production, and/or facilitated leukemia relapse, which was abrogated by time-sequenced/delayed ruxolitinib co-exposure. Importantly, ruxolitinib co-administration prevented fatal TSLPRCART cytokine-associated toxicity in ALL PDX mice. Upon ruxolitinib withdrawal, TSLPRCART functionality recovered in vivo with clearance of subsequent ALL rechallenge. These translational studies demonstrate an effective two-pronged therapeutic strategy that mitigates acute CART-induced hyperinflammation and provides potential anti-leukemia 'maintenance' relapse prevention for CRLF2-rearranged Ph-like and DS-ALL.","Flow Cytometry, Xenograft",Leukemia,Blood,,Open Access
PublicationView,CA261719,MetNet,"Tumor-Immune, Metastasis, Microenvironment, Computational Model Development",https://doi.org/10.1126/science.adh8697,Science,38815010,https://pubmed.ncbi.nlm.nih.gov/38815010,Germline-mediated immunoediting sculpts breast cancer subtypes and metastatic proclivity,2024,,"Kathleen E Houlahan, Aziz Khan, Noah F Greenwald, Cristina Sotomayor Vivas, Robert B West, Michael Angelo, Christina Curtis","Tumors with the same diagnosis can have different molecular profiles and response to treatment. It remains unclear when and why these differences arise. Somatic genomic aberrations occur within the context of a highly variable germline genome. Interrogating 5870 breast cancer lesions, we demonstrated that germline-derived epitopes in recurrently amplified genes influence somatic evolution by mediating immunoediting. Individuals with a high germline-epitope burden in human epidermal growth factor receptor 2 (HER2/<i>ERBB2</i>) are less likely to develop HER2-positive breast cancer compared with other subtypes. The same holds true for recurrent amplicons defining three aggressive estrogen receptor (ER)-positive subgroups. Tumors that overcome such immune-mediated negative selection are more aggressive and demonstrate an ""immune cold"" phenotype. These data show that the germline genome plays a role in dictating somatic evolution.",RNA Sequencing,Breast Carcinoma,Breast,,Open Access
PublicationView,CA209975,CSBC,"Metastasis, Tumor-Immune, Drug Resistance/Sensitivity, Microenvironment",https://doi.org/10.1038/s41586-024-08150-0,Nature,39478232,https://pubmed.ncbi.nlm.nih.gov/39478232,Progressive plasticity during colorectal cancer metastasis,2024,,"A R Moorman, E K Benitez, F Cambuli, Q Jiang, A Mahmoud, M Lumish, S Hartner, S Balkaran, J Bermeo, S Asawa, C Firat, A Saxena, F Wu, A Luthra, C Burdziak, Y Xie, V Sgambati, K Luckett, Y Li, Z Yi, I Masilionis, K Soares, E Pappou, R Yaeger, P Kingham, W Jarnagin, P Paty, M R Weiser, L Mazutis, M D'Angelica, J Shia, J Garcia-Aguilar, T Nawy, T J Hollmann, R Chaligné, F Sanchez-Vega, R Sharma, D Pe'er, K Ganesh","As cancers progress, they become increasingly aggressive-metastatic tumours are less responsive to first-line therapies than primary tumours, they acquire resistance to successive therapies and eventually cause death<sup>1,2</sup>. Mutations are largely conserved between primary and metastatic tumours from the same patients, suggesting that non-genetic phenotypic plasticity has a major role in cancer progression and therapy resistance<sup>3-5</sup>. However, we lack an understanding of metastatic cell states and the mechanisms by which they transition. Here, in a cohort of biospecimen trios from same-patient normal colon, primary and metastatic colorectal cancer, we show that, although primary tumours largely adopt LGR5<sup>+</sup> intestinal stem-like states, metastases display progressive plasticity. Cancer cells lose intestinal cell identities and reprogram into a highly conserved fetal progenitor state before undergoing non-canonical differentiation into divergent squamous and neuroendocrine-like states, a process that is exacerbated in metastasis and by chemotherapy and is associated with poor patient survival. Using matched patient-derived organoids, we demonstrate that metastatic cells exhibit greater cell-autonomous multilineage differentiation potential in response to microenvironment cues compared with their intestinal lineage-restricted primary tumour counterparts. We identify PROX1 as a repressor of non-intestinal lineage in the fetal progenitor state, and show that downregulation of PROX1 licenses non-canonical reprogramming.","Single Cell RNA-Sequencing, Mathematical Modeling",Pan-cancer,Not Applicable,,Open Access
PublicationView,CA214282,PS-ON,"Evolution, Heterogeneity",https://doi.org/10.1091/mbc.e24-04-0188,Mol Biol Cell,39292916,https://pubmed.ncbi.nlm.nih.gov/39292916,RAD51 regulates eukaryotic chromatin motions in the absence of DNA damage,2024,,"Amine Maarouf, Fadil Iqbal, Sarvath Sanaullah, Maëlle Locatelli, Andrew T Atanasiu, Daniel Kolbin, Chloé Hommais, Joëlle K Mühlemann, Keith Bonin, Kerry Bloom, Jing Liu, Pierre-Alexandre Vidi","In yeasts and higher eukaryotes, chromatin motions may be tuned to genomic functions, with transcriptional activation and the DNA damage response both leading to profound changes in chromatin dynamics. The RAD51 recombinase is a key mediator of chromatin mobility following DNA damage. As functions of RAD51 beyond DNA repair are being discovered, we asked whether RAD51 modulates chromatin dynamics in the absence of DNA damage and found that inhibition or depletion of RAD51 alters chromatin motions in undamaged cells. Inhibition of RAD51 increased nucleosome clustering. Predictions from polymer models are that chromatin clusters reduce chain mobility and, indeed, we measured reduced motion of individual chromatin loci in cells treated with a RAD51 inhibitor. This effect was conserved in mammalian cells, yeasts, and plant cells. In contrast, RAD51 depletion or inhibition increased global chromatin motions at the microscale. The results uncover a role for RAD51 in regulating local and global chromatin dynamics independently from DNA damage and highlight the importance of considering different physical scales when studying chromatin dynamics.","Fluorescence Imaging, Western Blotting, Cell Viability Assay",Pan-cancer,Not Applicable,,Open Access
PublicationView,CA274492,CSBC,"Tumor-Immune, Immunotherapy, Computational Model Development",https://doi.org/10.1038/s41467-024-55287-7,Nat Commun,39746987,https://pubmed.ncbi.nlm.nih.gov/39746987,A Bayesian active learning platform for scalable combination drug screens,2025,,"Christopher Tosh, Mauricio Tec, Jessica B White, Jeffrey F Quinn, Glorymar Ibanez Sanchez, Paul Calder, Andrew L Kung, Filemon S Dela Cruz, Wesley Tansey","Large-scale combination drug screens are generally considered intractable due to the immense number of possible combinations. Existing approaches use ad hoc fixed experimental designs then train machine learning models to impute unobserved combinations. Here we propose BATCHIE, an orthogonal approach that conducts experiments dynamically in batches. BATCHIE uses information theory and probabilistic modeling to design each batch to be maximally informative based on the results of previous experiments. On retrospective experiments from previous large-scale screens, BATCHIE designs rapidly discover highly effective and synergistic combinations. In a prospective combination screen of a library of 206 drugs on a collection of pediatric cancer cell lines, the BATCHIE model accurately predicts unseen combinations and detects synergies after exploring only 4% of the 1.4M possible experiments. Further, the model identifies a panel of top combinations for Ewing sarcomas, which follow-up validation experiments confirm to be effective, including the rational and translatable top hit of PARP plus topoisomerase I inhibition. These results demonstrate that adaptive experiments can enable large-scale unbiased combination drug screens with a relatively small number of experiments. BATCHIE is open source and publicly available ( https://github.com/tansey-lab/batchie ).","Mathematical Modeling, Artificial Intelligence",Pan-cancer,Not Applicable,,Open Access
PublicationView,CA268069,CCBIR,"Platform Development, Tumor-Immune, Immunotherapy, Microenvironment",https://doi.org/10.1242/jcs.262322,J Cell Sci,39475207,https://pubmed.ncbi.nlm.nih.gov/39475207,The crucial role of bioimage analysts in scientific research and publication,2024,"Training, Bioimaging, Bioimage Analysis, Bioimage Analysts","Beth A Cimini, Peter Bankhead, Rocco D'Antuono, Elnaz Fazeli, Julia Fernandez-Rodriguez, Caterina Fuster-Barceló, Robert Haase, Helena Klara Jambor, Martin L Jones, Florian Jug, Anna H Klemm, Anna Kreshuk, Stefania Marcotti, Gabriel G Martins, Sara McArdle, Kota Miura, Arrate Muñoz-Barrutia, Laura C Murphy, Michael S Nelson, Simon F Nørrelykke, Perrine Paul-Gilloteaux, Thomas Pengo, Joanna W Pylvänäinen, Lior Pytowski, Arianna Ravera, Annika Reinke, Yousr Rekik, Caterina Strambio-De-Castillia, Daniel Thédié, Virginie Uhlmann, Oliver Umney, Laura Wiggins, Kevin W Eliceiri","Bioimage analysis (BIA), a crucial discipline in biological research, overcomes the limitations of subjective analysis in microscopy through the creation and application of quantitative and reproducible methods. The establishment of dedicated BIA support within academic institutions is vital to improving research quality and efficiency and can significantly advance scientific discovery. However, a lack of training resources, limited career paths and insufficient recognition of the contributions made by bioimage analysts prevent the full realization of this potential. This Perspective - the result of the recent The Company of Biologists Workshop 'Effectively Communicating Bioimage Analysis', which aimed to summarize the global BIA landscape, categorize obstacles and offer possible solutions - proposes strategies to bring about a cultural shift towards recognizing the value of BIA by standardizing tools, improving training and encouraging formal credit for contributions. We also advocate for increased funding, standardized practices and enhanced collaboration, and we conclude with a call to action for all stakeholders to join efforts in advancing BIA.","Imaging, Mathematical Modeling",Pan-cancer,Not Applicable,,Open Access
PublicationView,CA217376,CSBC,"Evolution, Epigenetics, Heterogeneity, Microenvironment",https://doi.org/10.1016/j.ccell.2021.09.002,Cancer Cell,34597592,https://pubmed.ncbi.nlm.nih.gov/34597592,Evolution's cartographer: Mapping the fitness landscape in cancer,2021,,"Calum Gabbutt, Trevor A Graham","Cancer treatment effectiveness could be improved if it were possible to accurately anticipate the response of the tumor to treatment. Writing in Nature, Salehi et al. combine single-cell genomics and mathematical modeling to measure cancer subclone fitness and use these measurements to accurately predict the future trajectory of cancer evolution.",Mathematical Modeling,Pan-cancer,Not Applicable,,Open Access
PublicationView,CA224012,PDMC,"Drug Resistance/Sensitivity, Heterogeneity, Experimental Model Development",https://doi.org/10.1080/15384047.2024.2421584,Cancer Biol Ther,39513592,https://pubmed.ncbi.nlm.nih.gov/39513592,The polymeric fluoropyrimidine CF10 overcomes limitations of 5-FU in pancreatic ductal adenocarcinoma cells through increased replication stress,2024,"DNA damage, Pancreatic cancer, Fluoropyrimidine, Replication Stress, Pdac","Jennifer M Finan, Roberto Di Niro, Soon Young Park, Kang Jin Jeong, Madeline D Hedberg, Alexander Smith, Grace A McCarthy, Alex O Haber, John Muschler, Rosalie C Sears, Gordon B Mills, William H Gmeiner, Jonathan R Brody","Pancreatic ductal adenocarcinoma (PDAC) is a lethal disease soon to become the second leading cause of cancer deaths in the US. Beside surgery, current therapies have narrow clinical benefits with systemic toxicities. FOLFIRINOX is the current standard of care, one component of which is 5- Fluorouracil (5-FU), which causes serious gastrointestinal and hematopoietic toxicities and is vulnerable to resistance mechanisms. Recently, we have developed polymeric fluoropyrimidines (F10, CF10) which unlike 5-FU, are, in principle, completely converted to the thymidylate synthase inhibitory metabolite FdUMP, without generating appreciable levels of ribonucleotides that cause systemic toxicities while displaying much stronger anti-cancer activity. Here, we confirm the potency of CF10 and investigate enhancement of its efficacy through combination with inhibitors in vitro targeting replication stress, a hallmark of PDAC cells. CF10 is 308-times more potent as a single agent than 5-FU and was effective in the nM range in primary patient derived models. Further, we find that activity of CF10, but not 5-FU, is enhanced through combination with inhibitors of ATR and Wee1 that regulate the S and G2 DNA damage checkpoints and can be reversed by addition of dNTPs indicative of CF10 acting, at least in part, through inducing replication stress. Our results indicate CF10 has the potential to supersede the established benefit of 5-FU in PDAC treatment and indicate novel combination approaches that should be validated in vivo and may be beneficial in established regimens that include 5-FU.","Western Blotting, Cell Viability Assay",Pancreatic Ductal Adenocarcinoma,Pancreas,,Open Access
PublicationView,CA223976,PDMC,"Microenvironment, Experimental Model Development",https://doi.org/10.3390/cells13231995,Cells,39682742,https://pubmed.ncbi.nlm.nih.gov/39682742,A High-Throughput Neurosphere-Based Colony Formation Assay to Test Drug and Radiation Sensitivity of Different Patient-Derived Glioblastoma Lines,2024,"Colony formation assay, Glioblastoma, Radiation Sensitivity, Clonogenic Assay, Brain Tumor Initiating Cells, Patient-derived Cancer Cells","Manoj Kumar, Lauren C Nassour-Caswell, Hasan Alrefai, Joshua C Anderson, Taylor L Schanel, Patricia H Hicks, Rex Cardan, Christopher D Willey","The gold standard assay for radiation response is the clonogenic assay, a normalized colony formation assay (CFA) that can capture a broad range of radiation-induced cell death mechanisms. Traditionally, this assay relies on two-dimensional (2D) cell culture conditions with colonies counted by fixing and staining protocols. While some groups have converted these to three-dimensional (3D) conditions, these models still utilize 2D-like media compositions containing serum that are incompatible with stem-like cell models such as brain tumor initiating cells (BTICs) that form self-aggregating spheroids in neural stem cell media. BTICs are the preferred patient-derived model system for studying glioblastoma (GBM) as they tend to better retain molecular and phenotypic characteristics of the original tumor tissue. As such, it is important that preclinical radiation studies should be adapted to BTIC conditions. In this study, we describe a series of experimental approaches for performing CFA experiments with BTIC cultures. Our results indicate that serum-free clonogenic assays are feasible for combination drug and radiation testing and may better facilitate translatability of preclinical findings.",Viral Transduction,Glioblastoma,Brain,,Open Access
PublicationView,CA217376,CSBC,"Evolution, Epigenetics, Heterogeneity, Microenvironment",https://doi.org/10.1038/s41568-024-00734-2,Nat Rev Cancer,39256635,https://pubmed.ncbi.nlm.nih.gov/39256635,The evolutionary theory of cancer: challenges and potential solutions,2024,,"Lucie Laplane, Carlo C Maley","The clonal evolution model of cancer was developed in the 1950s-1970s and became central to cancer biology in the twenty-first century, largely through studies of cancer genetics. Although it has proven its worth, its structure has been challenged by observations of phenotypic plasticity, non-genetic forms of inheritance, non-genetic determinants of clone fitness and non-tree-like transmission of genes. There is even confusion about the definition of a clone, which we aim to resolve. The performance and value of the clonal evolution model depends on the empirical extent to which evolutionary processes are involved in cancer, and on its theoretical ability to account for those evolutionary processes. Here, we identify limits in the theoretical performance of the clonal evolution model and provide solutions to overcome those limits. Although we do not claim that clonal evolution can explain everything about cancer, we show how many of the complexities that have been identified in the dynamics of cancer can be integrated into the model to improve our current understanding of cancer.",Mathematical Modeling,Pan-cancer,Not Applicable,,Open Access
PublicationView,CA209992,CSBC,"Metastasis, Microenvironment",https://doi.org/10.1038/s41467-024-53228-y,Nat Commun,39523366,https://pubmed.ncbi.nlm.nih.gov/39523366,Mechanical power is maximized during contractile ring-like formation in a biomimetic dividing cell model,2024,,"Ryota Sakamoto, Michael P Murrell","The spatial and temporal dynamics of forces in cells coordinate essential behaviors like division, polarization, and migration. While intracellular signaling initiates contractile ring assembly during cell division, how mechanical forces coordinate division and their energetic costs remain unclear. Here, we develop an in vitro model where myosin-induced stress drives division-like shape changes in giant unilamellar vesicles (GUVs, liposomes). Myosin activity is controlled by light patterns globally or locally at the equator. Global activation causes slow, shallow cleavage furrows due to a tug-of-war between the equatorial and polar forces. By contrast, local activation leads to faster, deeper, and symmetric division as equatorial forces dominate. Dissociating the actin cortex at the poles is crucial for inducing significant furrowing. During furrowing, actomyosin flows align actin filaments parallel to the division plane, forming a contractile ring-like structure. Mechanical power is not greatest during contraction, but is maximized just before furrowing. This study reveals the quantitative relationship between force patterning and mechanical energy during division-like shape changes, providing insights into cell division mechanics.","Fluorescence Imaging, Mathematical Modeling",Pan-cancer,Not Applicable,,Open Access
PublicationView,CA268069,CCBIR,"Platform Development, Tumor-Immune, Immunotherapy, Microenvironment",https://doi.org/10.1016/j.adro.2024.101677,Adv Radiat Oncol,39703718,https://pubmed.ncbi.nlm.nih.gov/39703718,Effect of External Beam Radiation Therapy and Brachytherapy on Circulating Myeloid-Derived Suppressor Cell Populations in Patients Treated Definitively for Cervical Cancer,2025,,"Kelsey M Wanhainen, Matthew Berkseth, Nicole Sando, Lydia Golden, Amy Techam, Jennifer Wieworka, Kyra M Boorsma Bergerud, Peter Argenta, Andrea O'Shea, Britt K Erickson, Sally Mullany, Colleen Rivard, Rahel Ghebre, Deanna Teoh, Margaret Reynolds, Stephanie Terezakis, Jianling Yuan, Lindsey Sloan","Purpose: The immunosuppressive function of myeloid-derived suppressor cells (MDSCs) has been implicated in the regulation of immune responses against cancer and is associated with poor prognosis. Radiation treatment is known to alter immune cell populations within the tumor; however, whether this results in the recruitment of immunosuppressive MDSC populations is not well understood. Here we evaluate the response of circulating MDSC populations in patients treated per standard-of-care cisplatin chemoradiation therapy (CRT) for locally invasive cervical cancer. Methods and materials: Newly diagnosed, treatment-naïve patients with locally advanced cervical cancer were enrolled. Blood samples were collected from patients prior to starting CRT (T<sub>0</sub>), after external beam radiation therapy (T<sub>1</sub>), and after high-dose-rate brachytherapy (T<sub>2</sub>). Samples from each time point were processed, and the prevalence of MDSC subsets was determined using flow cytometry. MDSC populations were identified using Live/Dead-CD11b+CD33+HLA-DR- staining. MDSC subsets were further subdivided into granulocytic (g-, CD15+CD14-), monocytic (m-, CD15-CD14+), or early-MDSCs (e-, CD15-CD14-). Results: Most patients in our study were Caucasian nonsmokers with human papillomavirus-associated squamous cell carcinoma of the cervix. We saw a trend for increased MDSC frequency in patients with more advanced-stage disease at the time of initiating treatment. MDSCs increase in response to CRT and peak after brachytherapy (T<sub>2</sub>). In particular, the g-MDSC subset increases by 6.44 times relative to the baseline. There was no correlation between MDSC expansion and response to therapy. Conclusion: Our study confirms other reports that circulating MDSCs in patients with cervical cancer increase in response to CRT and are associated with more advanced stages. Additionally, we show that MDSC expansion is driven by the g-MDSC subset. We did not see any correlation between MDSC expansion and treatment response, though this may be because of the limited sample size for this study.",Clinical Study,Cervical Carcinoma,Cervix Uteri,,Open Access
PublicationView,CA210152,PS-ON,"Metastasis, Microenvironment",https://doi.org/10.1172/jci170953,J Clin Invest,39480488,https://pubmed.ncbi.nlm.nih.gov/39480488,Breast cancers that disseminate to bone marrow acquire aggressive phenotypes through CX43-related tumor-stroma tunnels,2024,"Bone marrow, Breast cancer, Bioinformatics, Oncology","Saptarshi Sinha, Brennan W Callow, Alex P Farfel, Suchismita Roy, Siyi Chen, Maria Masotti, Shrila Rajendran, Johanna M Buschhaus, Celia R Espinoza, Kathryn E Luker, Pradipta Ghosh, Gary D Luker","Estrogen receptor-positive (ER+) breast cancer commonly disseminates to bone marrow, where interactions with mesenchymal stromal cells (MSCs) shape disease trajectory. We modeled these interactions with tumor-MSC co-cultures and used an integrated transcriptome-proteome-network-analyses workflow to identify a comprehensive catalog of contact-induced changes. Conditioned media from MSCs failed to recapitulate genes and proteins, some borrowed and others tumor-intrinsic, induced in cancer cells by direct contact. Protein-protein interaction networks revealed the rich connectome between ""borrowed"" and ""intrinsic"" components. Bioinformatics prioritized one of the borrowed components, CCDC88A/GIV, a multi-modular metastasis-related protein that has recently been implicated in driving a hallmark of cancer, growth signaling autonomy. MSCs transferred GIV protein to ER+ breast cancer cells (that lack GIV) through tunnelling nanotubes via connexin (Cx)43-facilitated intercellular transport. Reinstating GIV alone in GIV-negative breast cancer cells reproduced approximately 20% of both the borrowed and the intrinsic gene induction patterns from contact co-cultures; conferred resistance to anti-estrogen drugs; and enhanced tumor dissemination. Findings provide a multiomic insight into MSC→tumor cell intercellular transport and validate how transport of one such candidate, GIV, from the haves (MSCs) to have-nots (ER+ breast cancer) orchestrates aggressive disease states.","RNA Sequencing, Murine Model",Breast Carcinoma,Breast,,Open Access
PublicationView,CA223976,PDMC,"Microenvironment, Experimental Model Development",https://doi.org/10.1016/j.radonc.2024.110646,Radiother Oncol,39579870,https://pubmed.ncbi.nlm.nih.gov/39579870,Altering fractionation during radiation overcomes radio-resistance in patient-derived glioblastoma cells assessed using a novel longitudinal radiation cytotoxicity assay,2025,"Cell viability, Radiosensitivity, Glioblastoma, xenograft, Btic","Lauren C Nassour-Caswell, Manoj Kumar, Christian T Stackhouse, Hasan Alrefai, Taylor L Schanel, Benjamin M Honan, Andee M Beierle, Patricia H Hicks, Joshua C Anderson, Christopher D Willey, Jeffrey S Peacock","Purpose: Current radiotherapy (RT) in glioblastoma (GBM) is delivered as constant dose fractions (CDF), which do not account for intratumoral-heterogeneity and radio-selection in GBM. These factors contribute to differential treatment response complicating the therapeutic efficacy of this principle. Our study aims to investigate an alternative dosing strategy to overcome radio-resistance using a novel longitudinal radiation cytotoxicity assay. Methods: Theoretical In-silico mathematical assumptions were combined with an in-vitro experimental strategy to investigate alternative radiation regimens. Patient-derived xenograft (PDX) brain tumor-initiating cells (BTICs) with differential radiation-sensitivities were tested individually with sham control and three regimens of the same nominal and average dose of 16 Gy (over four fractions), but with altered doses per fraction. Fractions were delivered conventionally (CDF: 4, 4, 4, 4 Gy), or as dynamic dose fractions (DDF) ""ramped down"" (RD: 7, 5, 3, 1 Gy), or DDF ""ramped up"" (RU: 1, 3, 5, 7 Gy), every 4 days. Interfraction-longitudinal data were collected by imaging cells every 5 days, and endpoint viability was taken on day 20. Results: The proposed method of radiosensitivity assessment allows for longitudinal-interfraction investigation in addition to endpoint analysis. Delivering four-fraction doses in an RD manner proves to be most effective at overcoming acquired radiation resistance in BTICs (Relative cell viability: CDF vs. RD: P < 0.0001; Surviving fraction: CDF: vs. RD: P < 0.0001). Conclusions: Using in-silico cytotoxicity prediction modeling and an altered radiosensitivity assessment, we show DDF-RD is effective at inducing cytotoxicity in three BTIC lines with differential radiosensitivity.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access
PublicationView,"CA245313, CA274509, CA268083","CSBC, TEC, CCBIR","Method/Assay Development, Immunotherapy, Metastasis, Microenvironment, Drug Resistance/Sensitivity, Computational Model Development",https://doi.org/10.1038/s41592-024-02533-x,Nat Methods,39643677,https://pubmed.ncbi.nlm.nih.gov/39643677,Integrative spatial protein profiling with multi-omics,2024,,Rong Fan,No abstract available.,Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access
PublicationView,CA209891,CSBC,"Evolution, Drug Resistance/Sensitivity, Heterogeneity",https://doi.org/10.1158/0008-5472.can-24-0456,Cancer Res,39652575,https://pubmed.ncbi.nlm.nih.gov/39652575,HBV Remodels PP2A Complexes to Rewire Kinase Signaling in Hepatocellular Carcinoma,2024,,"Rigney E Turnham, Adriana Pitea, Gwendolyn M Jang, Zhong Xu, Huat Chye Lim, Alex L Choi, John Von Dollen, Rebecca S Levin, James T Webber, Elizabeth McCarthy, Junjie Hu, Xiaolei Li, Li Che, Ananya Singh, Alex Yoon, Gary Chan, Robin K Kelley, Danielle L Swaney, Wei Zhang, Sourav Bandyopadhyay, Fabian J Theis, Manon Eckhardt, Xin Chen, Kevan M Shokat, Trey Ideker, Nevan J Krogan, John D Gordan","Hepatitis B virus (HBV) infections promote liver cancer initiation by inducing inflammation and cellular stress. Despite the primarily indirect effect on oncogenesis, HBV is associated with a recurrent genomic phenotype in HCC, suggesting that it impacts the biology of established HCC. Characterization of the interaction of HBV with host proteins and the mechanistic contributions of HBV to HCC initiation and maintenance could provide insights into HCC biology and uncover therapeutic vulnerabilities. Here, we used affinity purification mass spectrometry to comprehensively map a network of 145 physical interactions between HBV and human proteins in hepatocellular carcinoma (HCC). A subset of the host factors targeted by HBV proteins were preferentially mutated in non-HBV-associated HCC, suggesting that their interaction with HBV influences HCC biology. HBV interacted with proteins involved in mRNA splicing, mitogenic signaling, and DNA repair, with the latter set interacting with the HBV oncoprotein X (HBx). HBx remodeled the PP2A phosphatase complex by excluding striatin regulatory subunits from the PP2A holoenzyme, and the HBx effects on PP2A caused Hippo kinase activation. In parallel, HBx activated mTOR complex 2 (mTORC2), which can prevent YAP degradation. mTORC2-mediated upregulation of YAP was observed in human HCC specimens and mouse HCC models and could be targeted with mTOR kinase inhibitors. Thus, HBV interaction with host proteins rewires HCC signaling rather than directly activating mitogenic pathways, provide an alternative paradigm for the cellular effects of a tumor promoting virus.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access
