Component,Publication Grant Number,Publication Consortium Name,Publication Theme Name,Publication Doi,Publication Journal,Pubmed Id,Pubmed Url,Publication Title,Publication Year,Publication Keywords,Publication Authors,Publication Abstract,Publication Assay,Publication Tumor Type,Publication Tissue,Publication Dataset Alias,Publication Accessibility
PublicationView,CA209971,CSBC,"Metastasis, Microenvironment, Tumor-Immune",10.1038/s41586-019-0988-7,Nature,30814731,https://pubmed.ncbi.nlm.nih.gov/30814731,Structure of the IFNγ receptor complex guides design of biased agonists,2019,,"Juan L Mendoza, Nichole K Escalante, Kevin M Jude, Junel Sotolongo Bellon, Leon Su, Tim M Horton, Naotaka Tsutsumi, Steven J Berardinelli, Robert S Haltiwanger, Jacob Piehler, Edgar G Engleman, K Christopher Garcia","The cytokine interferon-γ (IFNγ) is a central coordinator of innate and adaptive immunity, but its highly pleiotropic actions have diminished its prospects for use as an immunotherapeutic agent. Here, we took a structure-based approach to decoupling IFNγ pleiotropy. We engineered an affinity-enhanced variant of the ligand-binding chain of the IFNγ receptor IFNγR1, which enabled us to determine the crystal structure of the complete hexameric (2:2:2) IFNγ-IFNγR1-IFNγR2 signalling complex at 3.25 Å resolution. The structure reveals the mechanism underlying deficits in IFNγ responsiveness in mycobacterial disease syndrome resulting from a T168N mutation in IFNγR2, which impairs assembly of the full signalling complex. The topology of the hexameric complex offers a blueprint for engineering IFNγ variants to tune IFNγ receptor signalling output. Unexpectedly, we found that several partial IFNγ agonists exhibited biased gene-expression profiles. These biased agonists retained the ability to induce upregulation of major histocompatibility complex class I antigen expression, but exhibited impaired induction of programmed death-ligand 1 expression in a wide range of human cancer cell lines, offering a route to decoupling immunostimulatory and immunosuppressive functions of IFNγ for therapeutic applications.","Mass Spectrometry, Next Generation Sequencing, Surface Plasmon Resonance",Pan-cancer,Not Applicable,GSE122672,Open Access
PublicationView,CA215845,CSBC,"Heterogeneity, Drug Resistance/Sensitivity",10.1101/gad.348295.121,Genes Dev,34016693,https://pubmed.ncbi.nlm.nih.gov/34016693,ASCL1 represses a SOX9<sup>+</sup> neural crest stem-like state in small cell lung cancer,2021,"Neuroendocrine, Lung cancer, Plasticity, small cell lung cancer, Mouse Models, SCLC, Ascl1, Cell Of Origin","Rachelle R Olsen, Abbie S Ireland, David W Kastner, Sarah M Groves, Kyle B Spainhower, Karine Pozo, Demetra P Kelenis, Christopher P Whitney, Matthew R Guthrie, Sarah J Wait, Danny Soltero, Benjamin L Witt, Vito Quaranta, Jane E Johnson, Trudy G Oliver","ASCL1 is a neuroendocrine lineage-specific oncogenic driver of small cell lung cancer (SCLC), highly expressed in a significant fraction of tumors. However, ∼25% of human SCLC are ASCL1-low and associated with low neuroendocrine fate and high MYC expression. Using genetically engineered mouse models (GEMMs), we show that alterations in <i>Rb1/Trp53/Myc</i> in the mouse lung induce an ASCL1<sup>+</sup> state of SCLC in multiple cells of origin. Genetic depletion of ASCL1 in MYC-driven SCLC dramatically inhibits tumor initiation and progression to the NEUROD1<sup>+</sup> subtype of SCLC. Surprisingly, ASCL1 loss promotes a SOX9<sup>+</sup> mesenchymal/neural crest stem-like state and the emergence of osteosarcoma and chondroid tumors, whose propensity is impacted by cell of origin. ASCL1 is critical for expression of key lineage-related transcription factors NKX2-1, FOXA2, and INSM1 and represses genes involved in the Hippo/Wnt/Notch developmental pathways in vivo. Importantly, ASCL1 represses a SOX9/RUNX1/RUNX2 program in vivo and SOX9 expression in human SCLC cells, suggesting a conserved function for ASCL1. Together, in a MYC-driven SCLC model, ASCL1 promotes neuroendocrine fate and represses the emergence of a SOX9<sup>+</sup> nonendodermal stem-like fate that resembles neural crest.","Cell Culture, Cell Proliferation Assay, Whole Exome Sequencing, Single Cell RNA-Sequencing, RNA Sequencing, Gene Ontology Enrichment Analysis, Mathematical Modeling",Lung Non-Small Cell Carcinoma,Lung,"GSE150084, PRJNA631050, PRJNA632351",Open Access
PublicationView,CA217450,CSBC,"Heterogeneity, Microenvironment, Drug Resistance/Sensitivity",10.1371/journal.pbio.3000797,PLoS Biol,34061819,https://pubmed.ncbi.nlm.nih.gov/34061819,"An in vitro model of tumor heterogeneity resolves genetic, epigenetic, and stochastic sources of cell state variability",2021,,"Corey E Hayford, Darren R Tyson, C Jack Robbins, Peter L Frick, Vito Quaranta, Leonard A Harris","Tumor heterogeneity is a primary cause of treatment failure and acquired resistance in cancer patients. Even in cancers driven by a single mutated oncogene, variability in response to targeted therapies is well known. The existence of additional genomic alterations among tumor cells can only partially explain this variability. As such, nongenetic factors are increasingly seen as critical contributors to tumor relapse and acquired resistance in cancer. Here, we show that both genetic and nongenetic factors contribute to targeted drug response variability in an experimental model of tumor heterogeneity. We observe significant variability to epidermal growth factor receptor (EGFR) inhibition among and within multiple versions and clonal sublines of PC9, a commonly used EGFR mutant nonsmall cell lung cancer (NSCLC) cell line. We resolve genetic, epigenetic, and stochastic components of this variability using a theoretical framework in which distinct genetic states give rise to multiple epigenetic ""basins of attraction,"" across which cells can transition driven by stochastic noise. Using mutational impact analysis, single-cell differential gene expression, and correlations among Gene Ontology (GO) terms to connect genomics to transcriptomics, we establish a baseline for genetic differences driving drug response variability among PC9 cell line versions. Applying the same approach to clonal sublines, we conclude that drug response variability in all but one of the sublines is due to epigenetic differences; in the other, it is due to genetic alterations. Finally, using a clonal drug response assay together with stochastic simulations, we attribute subclonal drug response variability within sublines to stochastic cell fate decisions and confirm that one subline likely contains genetic resistance mutations that emerged in the absence of drug treatment.","Cell Culture, Flow Cytometry, Immunohistochemistry Staining Method, RT-qPCR",Melanoma,Skin,"GSE150083, GSE150084, GSE150025",Open Access
PublicationView,CA253248,TEC,"Immunotherapy, Platform Development, Microenvironment, Tumor-Immune",10.1126/sciadv.abe4362,Sci Adv,33762337,https://pubmed.ncbi.nlm.nih.gov/33762337,Lymphangiogenesis-inducing vaccines elicit potent and long-lasting T cell immunity against melanomas,2021,,"Maria Stella Sasso, Nikolaos Mitrousis, Yue Wang, Priscilla S Briquez, Sylvie Hauert, Jun Ishihara, Jeffrey A Hubbell, Melody A Swartz","In melanoma, the induction of lymphatic growth (lymphangiogenesis) has long been correlated with metastasis and poor prognosis, but we recently showed it can synergistically enhance cancer immunotherapy and boost T cell immunity. Here, we develop a translational approach for exploiting this ""lymphangiogenic potentiation"" of immunotherapy in a cancer vaccine using lethally irradiated tumor cells overexpressing vascular endothelial growth factor C (VEGF-C) and topical adjuvants. Our ""VEGFC vax"" induced extensive local lymphangiogenesis and promoted stronger T cell activation in both the intradermal vaccine site and draining lymph nodes, resulting in higher frequencies of antigen-specific T cells present systemically than control vaccines. In mouse melanoma models, VEGFC vax elicited potent tumor-specific T cell immunity and provided effective tumor control and long-term immunological memory. Together, these data introduce the potential of lymphangiogenesis induction as a novel immunotherapeutic strategy to consider in cancer vaccine design.","Flow Cytometry, Immunohistochemistry Staining Method, RT-qPCR",Melanoma,Skin ,Not Applicable,Open Access
PublicationView,CA253248,TEC,"Immunotherapy, Platform Development, Microenvironment, Tumor-Immune",10.1038/s41467-019-14127-9,Nat Commun,31988323,https://pubmed.ncbi.nlm.nih.gov/31988323,Lymphatic endothelial cells prime naïve CD8<sup>+</sup> T cells into memory cells under steady-state conditions,2020,,"Efthymia Vokali, Shann S Yu, Sachiko Hirosue, Marcela Rinçon-Restrepo, Fernanda V Duraes, Stefanie Scherer, Patricia Corthésy-Henrioud, Witold W Kilarski, Anna Mondino, Dietmar Zehn, Stéphanie Hugues, Melody A Swartz","Lymphatic endothelial cells (LECs) chemoattract naïve T cells and promote their survival in the lymph nodes, and can cross-present antigens to naïve CD8<sup>+</sup> T cells to drive their proliferation despite lacking key costimulatory molecules. However, the functional consequence of LEC priming of CD8<sup>+</sup> T cells is unknown. Here, we show that while many proliferating LEC-educated T cells enter early apoptosis, the remainders comprise a long-lived memory subset, with transcriptional, metabolic, and phenotypic features of central memory and stem cell-like memory T cells. In vivo, these memory cells preferentially home to lymph nodes and display rapid proliferation and effector differentiation following memory recall, and can protect mice against a subsequent bacterial infection. These findings introduce a new immunomodulatory role for LECs in directly generating a memory-like subset of quiescent yet antigen-experienced CD8<sup>+</sup> T cells that are long-lived and can rapidly differentiate into effector cells upon inflammatory antigenic challenge.","Flow Cytometry, RT-qPCR, RNA Sequencing",Pan-cancer,Not Applicable,GSE88830,Open Access
PublicationView,CA253248,TEC,"Immunotherapy, Platform Development, Microenvironment, Tumor-Immune",10.3389/fbioe.2020.00019,Front Bioeng Biotechnol,32117911,https://pubmed.ncbi.nlm.nih.gov/32117911,Engineering Targeting Materials for Therapeutic Cancer Vaccines,2020,"Vaccines, Cancer, Immunotherapy, Immunoengineering, Targeting Strategies, Material Engineering","Priscilla S Briquez, Sylvie Hauert, Alexandre de Titta, Laura T Gray, Aaron T Alpar, Melody A Swartz, Jeffrey A Hubbell","Therapeutic cancer vaccines constitute a valuable tool to educate the immune system to fight tumors and prevent cancer relapse. Nevertheless, the number of cancer vaccines in the clinic remains very limited to date, highlighting the need for further technology development. Recently, cancer vaccines have been improved by the use of materials, which can strongly enhance their intrinsic properties and biodistribution profile. Moreover, vaccine efficacy and safety can be substantially modulated through selection of the site at which they are delivered, which fosters the engineering of materials capable of targeting cancer vaccines to specific relevant sites, such as within the tumor or within lymphoid organs, to further optimize their immunotherapeutic effects. In this review, we aim to give the reader an overview of principles and current strategies to engineer therapeutic cancer vaccines, with a particular focus on the use of site-specific targeting materials. We will first recall the goal of therapeutic cancer vaccination and the type of immune responses sought upon vaccination, before detailing key components of cancer vaccines. We will then present how materials can be engineered to enhance the vaccine's pharmacokinetic and pharmacodynamic properties. Finally, we will discuss the rationale for site-specific targeting of cancer vaccines and provide examples of current targeting technologies.","Targeted Therapy Agent, Immunotherapy",Pan-cancer,Not Applicable,Not Applicable,Open Access
PublicationView,CA210190,PS-ON,"Metastasis, Microenvironment, Tumor-Immune",10.1098/rsob.230122,Open Biol,37726093,https://pubmed.ncbi.nlm.nih.gov/37726093,Nucleotide-free structures of KIF20A illuminate atypical mechanochemistry in this kinesin-6,2023,"Kinesin, Motor activity, cytokinesis, Microtubule Assembly, Kif20a","Fanomezana Moutse Ranaivoson, Vincent Crozet, Matthieu P M H Benoit, Amna Abdalla Mohammed Khalid, Carlos Kikuti, Helena Sirkia, Ahmed El Marjou, Stéphanie Miserey-Lenkei, Ana B Asenjo, Hernando Sosa, Christoph F Schmidt, Steven S Rosenfeld, Anne Houdusse","KIF20A is a critical kinesin for cell division and a promising anti-cancer drug target. The mechanisms underlying its cellular roles remain elusive. Interestingly, unusual coupling between the nucleotide- and microtubule-binding sites of this kinesin-6 has been reported, but little is known about how its divergent sequence leads to atypical motility properties. We present here the first high-resolution structure of its motor domain that delineates the highly unusual structural features of this motor, including a long L6 insertion that integrates into the core of the motor domain and that drastically affects allostery and ATPase activity. Together with the high-resolution cryo-electron microscopy microtubule-bound KIF20A structure that reveals the microtubule-binding interface, we dissect the peculiarities of the KIF20A sequence that influence its mechanochemistry, leading to low motility compared to other kinesins. Structural and functional insights from the KIF20A pre-power stroke conformation highlight the role of extended insertions in shaping the motor's mechanochemical cycle. Essential for force production and processivity is the length of the neck linker in kinesins. We highlight here the role of the sequence preceding the neck linker in controlling its backward docking and show that a neck linker four times longer than that in kinesin-1 is required for the activity of this motor.","X-Ray Crystallography, Cryo-Electron Microscopy",Pan-cancer,Not Applicable,"PDB: 8BJS, PDB: 8F1A, PDB: 8F18 ",Open Access
PublicationView,"CA215845, CA217450",CSBC,"Heterogeneity, Microenvironment, Drug Resistance/Sensitivity",10.3389/fnetp.2023.1225736,Front Netw Physiol,37731743,https://pubmed.ncbi.nlm.nih.gov/37731743,Quantifying cancer cell plasticity with gene regulatory networks and single-cell dynamics,2023,"Cancer, Plasticity, Dynamical Systems, Gene Regulatory Networks, Scrna-seq, Network Physiology","Sarah M Groves, Vito Quaranta","Phenotypic plasticity of cancer cells can lead to complex cell state dynamics during tumor progression and acquired resistance. Highly plastic stem-like states may be inherently drug-resistant. Moreover, cell state dynamics in response to therapy allow a tumor to evade treatment. In both scenarios, quantifying plasticity is essential for identifying high-plasticity states or elucidating transition paths between states. Currently, methods to quantify plasticity tend to focus on 1) quantification of quasi-potential based on the underlying gene regulatory network dynamics of the system; or 2) inference of cell potency based on trajectory inference or lineage tracing in single-cell dynamics. Here, we explore both of these approaches and associated computational tools. We then discuss implications of each approach to plasticity metrics, and relevance to cancer treatment strategies.","Mathematical Modeling, Single Cell RNA-Sequencing",Pan-cancer,Not Applicable,Not Applicable,Open Access
PublicationView,CA224012,PDMC,"Experimental Model Development, Heterogeneity, Drug Resistance/Sensitivity",10.1016/j.tranon.2023.101662,Transl Oncol,37004490,https://pubmed.ncbi.nlm.nih.gov/37004490,A Novel 3DNA® Nanocarrier effectively delivers payloads to pancreatic tumors,2023,"Pancreatic cancer, Active Targeting, Sirna Delivery, Nanotherapy","Grace A McCarthy, Aditi Jain, Roberto Di Niro, Christopher W Schultz, Wei Jiang, Charles J Yeo, Jessica Bowers, Jennifer Finan, Kelly Rhodes, Lou Casta, Vivi Hou, Anthony Stefanoni, Samantha Z Brown, Avinoam Nevler, Lebaron C Agostini, Lori Getts, Robert Getts, Jonathan R Brody","Introduction: Standard-of-care systemic chemotherapies for pancreatic ductal adenocarcinoma (PDAC) currently have limited clinical benefits, in addition to causing adverse side effects in many patients. One factor known to contribute to the poor chemotherapy response is the poor drug diffusion into PDAC tumors. Novel treatment methods are therefore drastically needed to improve targeted delivery of treatments. Here, we evaluated the efficacy of the 3DNA® Nanocarrier (3DNA) platform to direct delivery of therapeutics to PDAC tumors in vivo. Materials and methods: A panel of PDAC cell lines and a patient tissue microarray were screened for established tumor-specific proteins to identify targeting moieties for active targeting of the 3DNA. NRG mice with or without orthotopic MIA PaCa-2-luciferase PDAC tumors were treated intraperitoneally with 100 μl of fluorescently labeled 3DNA. Results: Folic acid and transferrin receptors were significantly elevated in PDAC compared to normal pancreas. Accordingly, both folic acid- and transferrin-conjugated 3DNA treatments significantly increased delivery of 3DNA specifically to tumors in comparison to unconjugated 3DNA treatment. In the absence of tumors, there was an increased clearance of both folic acid-conjugated 3DNA and unconjugated 3DNA, compared to the clearance rate in tumor-bearing mice. Lastly, delivery of siLuciferase by folic acid-conjugated 3DNA in an orthotopic model of luciferase-expressing PDAC showed significant and prolonged suppression of luciferase protein expression and activity. Conclusion: Our study progresses the 3DNA technology as a reliable and effective treatment delivery platform for targeted therapeutic approaches in PDAC.","Luciferase Reporter Assay, qPCR, Immunohistochemistry Staining Method",Pancreatic Ductal Adenocarcinoma,Not Applicable,Not Applicable,Open Access
PublicationView,CA263001,MetNet,"Metastasis, Heterogeneity, Microenvironment",10.1038/s41586-023-05960-6,Nature,37076619,https://pubmed.ncbi.nlm.nih.gov/37076619,Dedifferentiation maintains melanocyte stem cells in a dynamic niche,2023,,"Qi Sun, Wendy Lee, Hai Hu, Tatsuya Ogawa, Sophie De Leon, Ioanna Katehis, Chae Ho Lim, Makoto Takeo, Michael Cammer, M Mark Taketo, Denise L Gay, Sarah E Millar, Mayumi Ito","For unknow reasons, the melanocyte stem cell (McSC) system fails earlier than other adult stem cell populations<sup>1</sup>, which leads to hair greying in most humans and mice<sup>2,3</sup>. Current dogma states that McSCs are reserved in an undifferentiated state in the hair follicle niche, physically segregated from differentiated progeny that migrate away following cues of regenerative stimuli<sup>4-8</sup>. Here we show that most McSCs toggle between transit-amplifying and stem cell states for both self-renewal and generation of mature progeny, a mechanism fundamentally distinct from those of other self-renewing systems. Live imaging and single-cell RNA sequencing revealed that McSCs are mobile, translocating between hair follicle stem cell and transit-amplifying compartments where they reversibly enter distinct differentiation states governed by local microenvironmental cues (for example, WNT). Long-term lineage tracing demonstrated that the McSC system is maintained by reverted McSCs rather than by reserved stem cells inherently exempt from reversible changes. During ageing, there is accumulation of stranded McSCs that do not contribute to the regeneration of melanocyte progeny. These results identify a new model whereby dedifferentiation is integral to homeostatic stem cell maintenance and suggest that modulating McSC mobility may represent a new approach for the prevention of hair greying.","Imaging, Immunofluorescent Staining Method, In Situ Hybridization, Microscopy, Single Cell RNA-Sequencing, Gene Set Enrichment Analysis",Melanoma,Skin,"GSE203051,  GSE113502",Open Access
PublicationView,CA238728,CSBC,"Microenvironment, Tumor-Immune",10.4049/jimmunol.2200697,J Immunol,36881866,https://pubmed.ncbi.nlm.nih.gov/36881866,Type 2 Dendritic Cells Orchestrate a Local Immune Circuit to Confer Antimetastatic Immunity,2023,,"Orr-El Weizman, Sophia Luyten, Irina Krykbaeva, Eric Song, Tianyang Mao, Marcus Bosenberg, Akiko Iwasaki","The progression of transformed primary tumors to metastatic colonization is a lethal determinant of disease outcome. Although circulating adaptive and innate lymphocyte effector responses are required for effective antimetastatic immunity, whether tissue-resident immune circuits confer initial immunity at sites of metastatic dissemination remains ill defined. Here we examine the nature of local immune cell responses during early metastatic seeding in the lung using intracardiac injection to mimic monodispersed metastatic spread. Using syngeneic murine melanoma and colon cancer models, we demonstrate that lung-resident conventional type 2 dendritic cells (DC2) orchestrate a local immune circuit to confer host antimetastatic immunity. Tissue-specific ablation of lung DC2, and not peripheral DC populations, led to increased metastatic burden in the presence of an intact T cell and NK cell compartment. We demonstrate that DC nucleic acid sensing and transcription factors IRF3 and IRF7 signaling are required for early metastatic control and that DC2 serve as a robust source of proinflammatory cytokines in the lung. Critically, DC2 direct the local production of IFN-γ by lung-resident NK cells, which limits the initial metastatic burden. Collectively, our results highlight, to our knowledge, a novel DC2-NK cell axis that colocalizes around pioneering metastatic cells to orchestrate an early innate immune response program to limit initial metastatic burden in the lung.","Microscopy, Flow Cytometry",Melanoma,Skin,Not Applicable,Open Access
PublicationView,CA227550,CSBC,"Heterogeneity, Drug Resistance/Sensitivity",10.1016/j.xgen.2022.100247,Cell Genom,36819662,https://pubmed.ncbi.nlm.nih.gov/36819662,ClonoCluster: A method for using clonal origin to inform transcriptome clustering,2023,"Single cell, Bioinformatics, Clustering, Clonality, Lineage Tracing","Lee P Richman, Yogesh Goyal, Connie L Jiang, Arjun Raj","Clustering cells based on their high-dimensional profiles is an important data reduction process by which researchers infer distinct cellular states. The advent of cellular barcoding, however, provides an alternative means by which to group cells: by their clonal origin. We developed ClonoCluster, a computational method that combines both clone and transcriptome information to create hybrid clusters that weight both kinds of data with a tunable parameter. We generated hybrid clusters across six independent datasets and found that ClonoCluster generated qualitatively different clusters in all cases. The markers of these hybrid clusters were different but had equivalent fidelity to transcriptome-only clusters. The genes most strongly associated with the rearrangements in hybrid clusters were ribosomal function and extracellular matrix genes. We also developed the complementary tool Warp Factor that incorporates clone information in popular 2D visualization techniques like UMAP. Integrating ClonoCluster and Warp Factor revealed biologically relevant markers of cell identity.",Computational Tool,Melanoma,Skin,GSE140802,Open Access
PublicationView,CA224012,PDMC,"Experimental Model Development, Heterogeneity, Drug Resistance/Sensitivity",10.1093/narcan/zcad016,NAR Cancer,37089813,https://pubmed.ncbi.nlm.nih.gov/37089813,Deletion of the mRNA stability factor <i>ELAVL1</i> (HuR) in pancreatic cancer cells disrupts the tumor microenvironment integrity,2023,,"Grace A McCarthy, Roberto Di Niro, Jennifer M Finan, Aditi Jain, Yifei Guo, Cory R Wyatt, Alexander R Guimaraes, Trent A Waugh, Dove Keith, Terry K Morgan, Rosalie C Sears, Jonathan R Brody","Stromal cells promote extensive fibrosis in pancreatic ductal adenocarcinoma (PDAC), which is associated with poor prognosis and therapeutic resistance. We report here for the first time that loss of the RNA-binding protein human antigen R (HuR, <i>ELAVL1</i>) in PDAC cells leads to reprogramming of the tumor microenvironment. In multiple <i>in vivo</i> models, CRISPR deletion of <i>ELAVL1</i> in PDAC cells resulted in a decrease of collagen deposition, accompanied by a decrease of stromal markers (i.e. podoplanin, α-smooth muscle actin, desmin). RNA-sequencing data showed that HuR plays a role in cell-cell communication. Accordingly, cytokine arrays identified that HuR regulates the secretion of signaling molecules involved in stromal activation and extracellular matrix organization [i.e. platelet-derived growth factor AA (PDGFAA) and pentraxin 3]. Ribonucleoprotein immunoprecipitation analysis and transcription inhibition studies validated <i>PDGFA</i> mRNA as a novel HuR target. These data suggest that tumor-intrinsic HuR supports extrinsic activation of the stroma to produce collagen and desmoplasia through regulating signaling molecules (e.g. PDGFAA). HuR-deficient PDAC <i>in vivo</i> tumors with an altered tumor microenvironment are more sensitive to the standard of care gemcitabine, as compared to HuR-proficient tumors. Taken together, we identified a novel role of tumor-intrinsic HuR in its ability to modify the surrounding tumor microenvironment and regulate PDGFAA.","RT-qPCR, RNA Sequencing, Immunoprecipitation, Immunohistochemistry Staining Method, Magnetic Resonance Imaging",Pancreatic Ductal Adenocarcinoma,Pancreas,"GSE221250, GSE166951.",Open Access
PublicationView,CA217450,CSBC,"Heterogeneity, Microenvironment, Drug Resistance/Sensitivity",10.3389/fonc.2022.881989,Front Oncol,35574308,https://pubmed.ncbi.nlm.nih.gov/35574308,Organoids as a Systems Platform for SCLC Brain Metastasis,2022,"systems biology, Brain metastasis, small cell lung cancer, Tumor Microenvironment, Tumor Heterogeneity, Cerebral Organoids","Vito Quaranta, Amanda Linkous","Small Cell Lung Cancer (SCLC) is a highly aggressive, neuroendocrine tumor. Traditional reductionist approaches have proven ineffective to ameliorate the uniformly dismal outcomes for SCLC - survival at 5 years remains less than 5%. A major obstacle to improving treatment is that SCLC tumor cells disseminate early, with a strong propensity for metastasizing to the brain. Accumulating evidence indicates that, contrary to previous textbook knowledge, virtually every SCLC tumor is comprised of multiple subtypes. Important questions persist regarding the role that this intra-tumor subtype heterogeneity may play in supporting the invasive properties of SCLC. A recurrent hypothesis in the field is that subtype interactions and/or transition dynamics are major determinants of SCLC metastatic seeding and progression. Here, we review the advantages of cerebral organoids as an experimentally accessible platform for SCLC brain metastasis, amenable to genetic manipulations, drug perturbations, and assessment of subtype interactions when coupled, e.g., to temporal longitudinal monitoring by high-content imaging or high-throughput omics data generation. We then consider systems approaches that can produce mathematical and computational models useful to generalize lessons learned from <i>ex vivo</i> organoid cultures, and integrate them with <i>in vivo</i> observations. In summary, systems approaches combined with <i>ex vivo</i> SCLC cultures in brain organoids may effectively capture both tumor-tumor and host-tumor interactions that underlie general principles of brain metastasis.",Organoid,Lung Small Cell Carcinoma,Lung,Not Applicable,Open Access
PublicationView,"CA215845, CA217450",CSBC,"Heterogeneity, Microenvironment, Drug Resistance/Sensitivity",10.1016/j.isci.2022.105224,iScience,36248730,https://pubmed.ncbi.nlm.nih.gov/36248730,Cooperative RNA degradation stabilizes intermediate epithelial-mesenchymal states and supports a phenotypic continuum,2022,"Mathematical Biosciences, Molecular Mechanism Of Gene Regulation","Benjamin Nordick, Mary Chae-Yeon Park, Vito Quaranta, Tian Hong","Multiple intermediate epithelial-mesenchymal transition (EMT) states reflecting hybrid epithelial and mesenchymal phenotypes were observed in physiological and pathological conditions. Previous theoretical models explaining multiple EMT states rely on regulatory loops involving transcriptional feedback, which produce three or four attractors. This is incompatible with the observed continuum-like EMT spectrum. Here, we used mass-action-based models to describe post-transcriptional regulations, finding that cooperative RNA degradation via multiple microRNA binding sites can generate four-attractor systems without transcriptional feedback. Furthermore, the newly identified intermediates-enabling circuits are common in the EMT regulatory network, and they can synergize with transcriptional feedback to support phenotypic continuum. Finally, our model predicted a role of miR-101 in multistate EMT, and we identified evidence from single-cell RNA-sequencing data that support the prediction. Our work reveals a previously unknown role of cooperative RNA degradation and microRNAs in EMT, providing a framework that can bridge the gap between mechanistic models and single-cell experiments.","Mathematical Modeling, Single Cell RNA-Sequencing",Pan-cancer,"Lung, Breast","GSE147405, GSE213753",Open Access
PublicationView,CA214411,TEC,"Heterogeneity, Microenvironment, Drug Resistance/Sensitivity",10.1002/advs.201801039,Adv Sci (Weinh),30643715,https://pubmed.ncbi.nlm.nih.gov/30643715,Engineering Precision Medicine,2019,"Cell engineering, Biomaterials, Organs‐on‐chips, Personalized Devices, Personalized Implants","Wujin Sun, Junmin Lee, Shiming Zhang, Cole Benyshek, Mehmet R Dokmeci, Ali Khademhosseini, Ali Khademhosseini","Advances in genomic sequencing and bioinformatics have led to the prospect of precision medicine where therapeutics can be advised by the genetic background of individuals. For example, mapping cancer genomics has revealed numerous genes that affect the therapeutic outcome of a drug. Through materials and cell engineering, many opportunities exist for engineers to contribute to precision medicine, such as engineering biosensors for diagnosis and health status monitoring, developing smart formulations for the controlled release of drugs, programming immune cells for targeted cancer therapy, differentiating pluripotent stem cells into desired lineages, fabricating bioscaffolds that support cell growth, or constructing ""organs-on-chips"" that can screen the effects of drugs. Collective engineering efforts will help transform precision medicine into a more personalized and effective healthcare approach. As continuous progress is made in engineering techniques, more tools will be available to fully realize precision medicine's potential.","Immunotherapy, Tissue Engineering, 3D Bioprinting, Organoid",Pan-cancer,Not Applicable,Not Applicable,Open Access
PublicationView,CA214411,TEC,"Heterogeneity, Microenvironment, Drug Resistance/Sensitivity",10.1002/btm2.10124,Bioeng Transl Med,30680322,https://pubmed.ncbi.nlm.nih.gov/30680322,Gelatin-polysaccharide composite scaffolds for 3D cell culture and tissue engineering: Towards natural therapeutics,2019,"Polysaccharides, Tissue engineering, Scaffold, Gelatin, Therapeutics, 3D Cell Culture","Samson Afewerki, Amir Sheikhi, Soundarapandian Kannan, Samad Ahadian, Ali Khademhosseini","Gelatin is a promising material as scaffold with therapeutic and regenerative characteristics due to its chemical similarities to the extracellular matrix (ECM) in the native tissues, biocompatibility, biodegradability, low antigenicity, cost-effectiveness, abundance, and accessible functional groups that allow facile chemical modifications with other biomaterials or biomolecules. Despite the advantages of gelatin, poor mechanical properties, sensitivity to enzymatic degradation, high viscosity, and reduced solubility in concentrated aqueous media have limited its applications and encouraged the development of gelatin-based composite hydrogels. The drawbacks of gelatin may be surmounted by synergistically combining it with a wide range of polysaccharides. The addition of polysaccharides to gelatin is advantageous in mimicking the ECM, which largely contains proteoglycans or glycoproteins. Moreover, gelatin-polysaccharide biomaterials benefit from mechanical resilience, high stability, low thermal expansion, improved hydrophilicity, biocompatibility, antimicrobial and anti-inflammatory properties, and wound healing potential. Here, we discuss how combining gelatin and polysaccharides provides a promising approach for developing superior therapeutic biomaterials. We review gelatin-polysaccharides scaffolds and their applications in cell culture and tissue engineering, providing an outlook for the future of this family of biomaterials as advanced natural therapeutics.","3D Cell Culture, Tissue Engineering",Pan-cancer,Not Applicable,Not Applicable,Open Access
