Component,Publication Grant Number,Publication Consortium Name,Publication Theme Name,Publication Doi,Publication Journal,Pubmed Id,Pubmed Url,Publication Title,Publication Year,Publication Keywords,Publication Authors,Publication Abstract,Publication Assay,Publication Tumor Type,Publication Tissue,Publication Dataset Alias,Publication Accessibility
PublicationView,CA253248,TEC,"Tumor-Immune, Platform Development, Microenvironment, Immunotherapy",10.1182/bloodadvances.2022007798,Blood Adv,35977099,https://pubmed.ncbi.nlm.nih.gov/35977099,Lymphatic coagulation and neutrophil extracellular traps in lung-draining lymph nodes of COVID-19 decedents,2022,,"Margo E MacDonald, Rachel K Weathered, Emma C Stewart, Alexandra I Magold, Anish Mukherjee, Sandeep Gurbuxani, Heather Smith, Phillip McMullen, Jeffrey Mueller, Aliya N Husain, Calixto M Salles, Priscilla S Briquez, Sherin J Rouhani, Jovian Yu, Jonathan Trujillo, Athalia R Pyzer, Thomas F Gajewski, Anne I Sperling, Witold W Kilarski, Melody A Swartz","Clinical manifestations of severe COVID-19 include coagulopathies that are exacerbated by the formation of neutrophil extracellular traps (NETs). Here, we report that pulmonary lymphatic vessels, which traffic neutrophils and other immune cells to the lung-draining lymph node (LDLN), can also be blocked by fibrin clots in severe COVID-19. Immunostained tissue sections from COVID-19 decedents revealed widespread lymphatic clotting not only in the lung but also in the LDLN, where the extent of clotting correlated with the presence of abnormal, regressed, or missing germinal centers (GCs). It strongly correlated with the presence of intralymphatic NETs. In mice, tumor necrosis factor α induced intralymphatic fibrin clots; this could be inhibited by DNase I, which degrades NETs. In vitro, TNF-α induced lymphatic endothelial cell upregulation of ICAM-1 and CXCL8, among other neutrophil-recruiting factors, as well as thrombomodulin downregulation; in decedents, lymphatic clotting in LDLNs. In a separate cohort of hospitalized patients, serum levels of Myeloperoxidase-DNA (MPO-DNA, a NET marker) inversely correlated with antiviral antibody titers, but D-dimer levels, indicative of blood thrombosis, did not correlate with either. Patients with high MPO-DNA but low D-dimer levels generated poor antiviral antibody titers. This study introduces lymphatic coagulation in lungs and LDLNs as a clinical manifestation of severe COVID-19 and suggests the involvement of NETosis of lymphatic-trafficking neutrophils. It further suggests that lymphatic clotting may correlate with impaired formation or maintenance of GCs necessary for robust antiviral antibody responses, although further studies are needed to determine whether and how lymphatic coagulation affects adaptive immune responses.","Hematoxylin and Eosin Staining Method, Immunofluorescent Staining Method",Not Applicable,Not Applicable,Not Applicable,Open Access
PublicationView,"CA274502, CA209891",CSBC,"Heterogeneity, Evolution, Computational Resource, Drug Resistance/Sensitivity",10.1016/j.jbc.2023.105293,J Biol Chem,37774973,https://pubmed.ncbi.nlm.nih.gov/37774973,Gαs is dispensable for β-arrestin coupling but dictates GRK selectivity and is predominant for gene expression regulation by β2-adrenergic receptor,2023,"G protein, Signaling, Gene Expression, G Protein–coupled Receptor, Β-arrestin","Valeria Burghi, Justine S Paradis, Adam Officer, Sendi Rafael Adame-Garcia, Xingyu Wu, Edda S F Matthees, Benjamin Barsi-Rhyne, Dana J Ramms, Lauren Clubb, Monica Acosta, Pablo Tamayo, Michel Bouvier, Asuka Inoue, Mark von Zastrow, Carsten Hoffmann, J Silvio Gutkind","β-arrestins play a key role in G protein-coupled receptor (GPCR) internalization, trafficking, and signaling. Whether β-arrestins act independently of G protein-mediated signaling has not been fully elucidated. Studies using genome-editing approaches revealed that whereas G proteins are essential for mitogen-activated protein kinase activation by GPCRs., β-arrestins play a more prominent role in signal compartmentalization. However, in the absence of G proteins, GPCRs may not activate β-arrestins, thereby limiting the ability to distinguish G protein from β-arrestin-mediated signaling events. We used β2-adrenergic receptor (β2AR) and its β2AR-C tail mutant expressed in human embryonic kidney 293 cells wildtype or CRISPR-Cas9 gene edited for Gα<sub>s</sub>, β-arrestin1/2, or GPCR kinases 2/3/5/6 in combination with arrestin conformational sensors to elucidate the interplay between Gα<sub>s</sub> and β-arrestins in controlling gene expression. We found that Gα<sub>s</sub> is not required for β2AR and β-arrestin conformational changes, β-arrestin recruitment, and receptor internalization, but that Gα<sub>s</sub> dictates the GPCR kinase isoforms involved in β-arrestin recruitment. By RNA-Seq analysis, we found that protein kinase A and mitogen-activated protein kinase gene signatures were activated by stimulation of β2AR in wildtype and β-arrestin1/2-KO cells but absent in Gα<sub>s</sub>-KO cells. These results were validated by re-expressing Gα<sub>s</sub> in the corresponding KO cells and silencing β-arrestins in wildtype cells. These findings were extended to cellular systems expressing endogenous levels of β2AR. Overall, our results support that Gs is essential for β2AR-promoted protein kinase A and mitogen-activated protein kinase gene expression signatures, whereas β-arrestins initiate signaling events modulating Gα<sub>s</sub>-driven nuclear transcriptional activity.","Cell Culture, Confocal Microscopy, RT-qPCR, TIRF Microscopy, Western Blotting, RNA Sequencing, Flow Cytometry",Cervical Carcinoma,Not Applicable,"GSE245270, GSE245789",Open Access
PublicationView,CA209988,CSBC,"Heterogeneity, Drug Resistance/Sensitivity, Microenvironment",10.1002/cpz1.618,Curr Protoc,36426921,https://pubmed.ncbi.nlm.nih.gov/36426921,Fast and Multiplexed Super Resolution Imaging of Fixed and Immunostained Cells with DNA-PAINT-ERS,2022,"Multiplexed Imaging, Super Resolution Microscopy, Single-molecule Localization Microscopy, Dna-paint","Anna M Koester, Malwina Szczepaniak, Xiaolin Nan","Recent advances in super resolution microscopy have enabled imaging at the 10-20 nm scale on a light microscope, providing unprecedented details of native biological structures and processes in intact and hydrated samples. Of the existing strategies, DNA points accumulation in imaging nanoscale topography (DNA-PAINT) affords convenient multiplexing, an important feature in interrogating complex biological systems. A practical limitation of DNA-PAINT, however, has been the slow imaging speed. In its original form, DNA-PAINT imaging of each target takes tens of minutes to hours to complete. To address this challenge, several improved implementations have been introduced. These include DNA-PAINT-ERS (where E = ethylene carbonate; R = repeat sequence; S = spacer), a set of strategies that leads to both accelerated DNA-PAINT imaging speed and improved image quality. With DNA-PAINT-ERS, imaging of typical cellular targets such as microtubules takes only 5-10 min. Importantly, DNA-PAINT-ERS also facilitates multiplexing and can be easily integrated into current workflows for fluorescence staining of biological samples. Here, we provide a detailed, step-by-step guide for fast and multiplexed DNA-PAINT-ERS imaging of fixed and immunostained cells grown on glass substrates as adherent monolayers. The protocol should be readily extended to biological samples of a different format (for example tissue sections) or staining mechanisms (for example using nanobodies). © 2022 Wiley Periodicals LLC. Basic Protocol 1: Preparation of probes for DNA-PAINT-ERS Basic Protocol 2: Sample preparation for imaging membrane targets with DNA-PAINT-ERS in fixed cells Alternate Protocol: Immunostaining of extracted U2OS cells Basic Protocol 3: Super resolution image acquisition and analysis.","Point Accumulation for Imaging in Nanoscale Topography, Immunofluorescent Staining Method, Imaging, Microscopy",Not Applicable,Not Applicable,Not Applicable,Open Access
PublicationView,CA241927,TEC,"Microenvironment, Metastasis",10.1016/j.celrep.2023.113175,Cell Rep,37756163,https://pubmed.ncbi.nlm.nih.gov/37756163,Microenvironmental stiffness induces metabolic reprogramming in glioblastoma,2023,"Extracellular matrix, Tissue Mechanics, Cp: Cancer, Cp: Metabolism","Alireza Sohrabi, Austin E Y T Lefebvre, Mollie J Harrison, Michael C Condro, Talia M Sanazzaro, Gevick Safarians, Itay Solomon, Soniya Bastola, Shadi Kordbacheh, Nadia Toh, Harley I Kornblum, Michelle A Digman, Stephanie K Seidlits","The mechanical properties of solid tumors influence tumor cell phenotype and the ability to invade surrounding tissues. Using bioengineered scaffolds to provide a matrix microenvironment for patient-derived glioblastoma (GBM) spheroids, this study demonstrates that a soft, brain-like matrix induces GBM cells to shift to a glycolysis-weighted metabolic state, which supports invasive behavior. We first show that orthotopic murine GBM tumors are stiffer than peritumoral brain tissues, but tumor stiffness is heterogeneous where tumor edges are softer than the tumor core. We then developed 3D scaffolds with μ-compressive moduli resembling either stiffer tumor core or softer peritumoral brain tissue. We demonstrate that the softer matrix microenvironment induces a shift in GBM cell metabolism toward glycolysis, which manifests in lower proliferation rate and increased migration activities. Finally, we show that these mechanical cues are transduced from the matrix via CD44 and integrin receptors to induce metabolic and phenotypic changes in cancer cells.",Tissue Engineering,Glioblastoma,Brain,GSE239610,Open Access
PublicationView,"CA184898, CA253547","CSBC, ICBP","Heterogeneity, Tumor-Immune",10.1038/s41588-023-01551-3,Nat Genet,37945900,https://pubmed.ncbi.nlm.nih.gov/37945900,Circular extrachromosomal DNA promotes tumor heterogeneity in high-risk medulloblastoma,2023,,"Owen S Chapman, Jens Luebeck, Sunita Sridhar, Ivy Tsz-Lo Wong, Deobrat Dixit, Shanqing Wang, Gino Prasad, Utkrisht Rajkumar, Meghana S Pagadala, Jon D Larson, Britney Jiayu He, King L Hung, Joshua T Lange, Siavash R Dehkordi, Sahaana Chandran, Miriam Adam, Ling Morgan, Sameena Wani, Ashutosh Tiwari, Caitlin Guccione, Yingxi Lin, Aditi Dutta, Yan Yuen Lo, Edwin Juarez, James T Robinson, Andrey Korshunov, John-Edward A Michaels, Yoon-Jae Cho, Denise M Malicki, Nicole G Coufal, Michael L Levy, Charlotte Hobbs, Richard H Scheuermann, John R Crawford, Scott L Pomeroy, Jeremy N Rich, Xinlian Zhang, Howard Y Chang, Jesse R Dixon, Anindya Bagchi, Aniruddha J Deshpande, Hannah Carter, Ernest Fraenkel, Paul S Mischel, Robert J Wechsler-Reya, Vineet Bafna, Jill P Mesirov, Lukas Chavez","Circular extrachromosomal DNA (ecDNA) in patient tumors is an important driver of oncogenic gene expression, evolution of drug resistance and poor patient outcomes. Applying computational methods for the detection and reconstruction of ecDNA across a retrospective cohort of 481 medulloblastoma tumors from 465 patients, we identify circular ecDNA in 82 patients (18%). Patients with ecDNA-positive medulloblastoma were more than twice as likely to relapse and three times as likely to die within 5 years of diagnosis. A subset of tumors harbored multiple ecDNA lineages, each containing distinct amplified oncogenes. Multimodal sequencing, imaging and CRISPR inhibition experiments in medulloblastoma models reveal intratumoral heterogeneity of ecDNA copy number per cell and frequent putative 'enhancer rewiring' events on ecDNA. This study reveals the frequency and diversity of ecDNA in medulloblastoma, stratified into molecular subgroups, and suggests copy number heterogeneity and enhancer rewiring as oncogenic features of ecDNA.","Whole Genome Sequencing, Survival Analysis, Microscopy, Single Cell RNA-Sequencing, CRISPR, ATAC-Seq, FISH",Medulloblastoma,Nervous System,"PRJNA1011359, PRJNA1011359, GSE240985",Open Access
PublicationView,CA228963,PS-ON,Tumor-Immune,10.1158/2159-8290.cd-23-0313,Cancer Discov,37698949,https://pubmed.ncbi.nlm.nih.gov/37698949,Ultrasensitive detection of circulating LINE-1 ORF1p as a specific multi-cancer biomarker,2023,,"Martin S Taylor, Connie Wu, Peter C Fridy, Stephanie J Zhang, Yasmeen Senussi, Justina C Wolters, Tatiana Cajuso, Wen-Chih Cheng, John D Heaps, Bryant D Miller, Kei Mori, Limor Cohen, Hua Jiang, Kelly R Molloy, Brian T Chait, Michael G Goggins, Irun Bhan, Joseph W Franses, Xiaoyu Yang, Mary-Ellen Taplin, Xinan Wang, David C Christiani, Bruce E Johnson, Matthew Meyerson, Ravindra Uppaluri, Ann Marie Egloff, Elyssa N Denault, Laura M Spring, Tian-Li Wang, Ie-Ming Shih, Jennifer E Fairman, Euihye Jung, Kshitij S Arora, Osman H Yilmaz, Sonia Cohen, Tatyana Sharova, Gary Chi, Bryanna L Norden, Yuhui Song, Linda T Nieman, Leontios Pappas, Aparna R Parikh, Matthew R Strickland, Ryan B Corcoran, Tomas Mustelin, George Eng, Omer H Yilmaz, Ursula A Matulonis, Steven J Skates, Bo R Rueda, Ronny Drapkin, Samuel J Klempner, Vikram Deshpande, David T Ting, Michael P Rout, John LaCava, David R Walt, Kathleen H Burns","Improved biomarkers are needed for early cancer detection, risk stratification, treatment selection, and monitoring treatment response. While proteins can be useful blood-based biomarkers, many have limited sensitivity or specificity for these applications. Long INterspersed Element-1 (LINE-1) open reading frame 1 protein (ORF1p) is a transposable element protein overexpressed in carcinomas and high-risk precursors during carcinogenesis with negligible expression in normal tissues, suggesting ORF1p could be a highly specific cancer biomarker. To explore ORF1p as a blood-based biomarker, we engineered ultrasensitive digital immunoassays that detect mid-attomolar (10-17 M) ORF1p concentrations in plasma across multiple cancers with high specificity. Plasma ORF1p shows promise for early detection of ovarian cancer, improves diagnostic performance in a multi-analyte panel, provides early therapeutic response monitoring in gastroesophageal cancers, and is prognostic for overall survival in gastroesophageal and colorectal cancers. Together, these observations nominate ORF1p as a multi-cancer biomarker with potential utility for disease detection and monitoring.","Immunoassay, Survival Analysis","Colorectal Neoplasm, Ovarian Neoplasm, Gastroesophageal Adenocarcinoma","Colon, Ovary, Gastroesophageal Junction",Not Applicable,Open Access
PublicationView,CA267170,TEC,Microenvironment,10.1002/jbm.a.37611,J Biomed Mater Res A,37927200,https://pubmed.ncbi.nlm.nih.gov/37927200,Establishment of a tissue-engineered colon cancer model for comparative analysis of cancer cell lines,2023,"Colorectal Cancer, Ht-29, Hct 116, Sw480, Peg-fibrinogen, Cancer Tissue Engineering","Iman Hassani, Benjamin Anbiah, Andrew L Moore, Peter T Abraham, Ifeoluwa A Odeniyi, Nicole L Habbit, Michael W Greene, Elizabeth A Lipke","To overcome the limitations of in vitro two-dimensional (2D) cancer models in mimicking the complexities of the native tumor milieu, three-dimensional (3D) engineered cancer models using biomimetic materials have been introduced to more closely recapitulate the key attributes of the tumor microenvironment. Specifically, for colorectal cancer (CRC), a few studies have developed 3D engineered tumor models to investigate cell-cell interactions or efficacy of anti-cancer drugs. However, recapitulation of CRC cell line phenotypic differences within a 3D engineered matrix has not been systematically investigated. Here, we developed an in vitro 3D engineered CRC (3D-eCRC) tissue model using the natural-synthetic hybrid biomaterial PEG-fibrinogen and three CRC cell lines, HCT 116, HT-29, and SW480. To better recapitulate native tumor conditions, our 3D-eCRC model supported higher cell density encapsulation (20 × 10<sup>6</sup>  cells/mL) and enabled longer term maintenance (29 days) as compared to previously reported in vitro CRC models. The 3D-eCRCs formed using each cell line demonstrated line-dependent differences in cellular and tissue properties, including cellular growth and morphology, cell subpopulations, cell size, cell granularity, migration patterns, tissue growth, gene expression, and tissue stiffness. Importantly, these differences were found to be most prominent from Day 22 to Day 29, thereby indicating the importance of long-term culture of engineered CRC tissues for recapitulation and investigation of mechanistic differences and drug response. Our 3D-eCRC tissue model showed high potential for supporting future in vitro comparative studies of disease progression, metastatic mechanisms, and anti-cancer drug candidate response in a CRC cell line-dependent manner.",Pending Annotation,Pending Annotation,Pending Annotation,Pending Annotation,Restricted Access
PublicationView,CA227136,TEC,"Drug Resistance/Sensitivity, Microenvironment",10.1172/jci170397,J Clin Invest,37971886,https://pubmed.ncbi.nlm.nih.gov/37971886,Multi-omic screening of invasive GBM cells reveals targetable transsulfuration pathway alterations,2023,"Metabolism, Brain cancer, Bioenergetics, Oncology, Amino Acid Metabolism","Joseph H Garcia, Erin A Akins, Saket Jain, Kayla J Wolf, Jason Zhang, Nikita Choudhary, Meeki Lad, Poojan Shukla, Jennifer Rios, Kyounghee Seo, Sabraj A Gill, William H Carson, Luis R Carrete, Allison C Zheng, David R Raleigh, Sanjay Kumar, Manish K Aghi","While the poor prognosis of glioblastoma arises from the invasion of a subset of tumor cells, little is known of the metabolic alterations within these cells that fuel invasion. We integrated spatially addressable hydrogel biomaterial platforms, patient site-directed biopsies, and multi-omics analyses to define metabolic drivers of invasive glioblastoma cells. Metabolomics and lipidomics revealed elevations in the redox buffers cystathionine, hexosylceramides, and glucosyl ceramides in the invasive front of both hydrogel-cultured tumors and patient site-directed biopsies, with immunofluorescence indicating elevated reactive oxygen species (ROS) markers in invasive cells. Transcriptomics confirmed upregulation of ROS-producing and response genes at the invasive front in both hydrogel models and patient tumors. Amongst oncologic ROS, H2O2 specifically promoted glioblastoma invasion in 3D hydrogel spheroid cultures. A CRISPR metabolic gene screen revealed cystathionine gamma-lyase (CTH), which converts cystathionine to the non-essential amino acid cysteine in the transsulfuration pathway, to be essential for glioblastoma invasion. Correspondingly, supplementing CTH knockdown cells with exogenous cysteine rescued invasion. Pharmacologic CTH inhibition suppressed glioblastoma invasion, while CTH knockdown slowed glioblastoma invasion in vivo. Our studies highlight the importance of ROS metabolism in invasive glioblastoma cells and support further exploration of the transsulfuration pathway as a mechanistic and therapeutic target.","Cell Culture, Hydrogels, Invasion Assay, CRISPR, Transcription profiling by NanoString",Glioblastoma,Brain,GSE246697,Open Access
PublicationView,CA225088,CSBC,"Drug Resistance/Sensitivity, Microenvironment",10.1016/j.jaad.2022.09.012,J Am Acad Dermatol,36113616,https://pubmed.ncbi.nlm.nih.gov/36113616,Dermatology evaluation for cutaneous immune-related adverse events is associated with improved survival in cancer patients treated with checkpoint inhibition,2023,"Immunotherapy, Skin Toxicity, Immune Checkpoint Inhibitor, Dermatology Consultation, Cutaneous Immune-related Adverse Event","Ted V Jacoby, Nishi Shah, Maria S Asdourian, Leah L Thompson, Tracey S Otto, Nicole R LeBoeuf, Yevgeniy Semenov, Edward Christopher Dee, Kerry L Reynolds, Steven T Chen",No abstract available.,Pending Annotation,Pending Annotation,Pending Annotation,Pending Annotation,Restricted Access
PublicationView,CA217377,CSBC,"Drug Resistance/Sensitivity, Microenvironment",10.1038/s41587-023-01782-z,Nat Biotechnol,37169965,https://pubmed.ncbi.nlm.nih.gov/37169965,Comparative analysis of cell-cell communication at single-cell resolution,2023,,"Aaron J Wilk, Alex K Shalek, Susan Holmes, Catherine A Blish","Inference of cell-cell communication from single-cell RNA sequencing data is a powerful technique to uncover intercellular communication pathways, yet existing methods perform this analysis at the level of the cell type or cluster, discarding single-cell-level information. Here we present Scriabin, a flexible and scalable framework for comparative analysis of cell-cell communication at single-cell resolution that is performed without cell aggregation or downsampling. We use multiple published atlas-scale datasets, genetic perturbation screens and direct experimental validation to show that Scriabin accurately recovers expected cell-cell communication edges and identifies communication networks that can be obscured by agglomerative methods. Additionally, we use spatial transcriptomic data to show that Scriabin can uncover spatial features of interaction from dissociated data alone. Finally, we demonstrate applications to longitudinal datasets to follow communication pathways operating between timepoints. Our approach represents a broadly applicable strategy to reveal the full structure of niche-phenotype relationships in health and disease.","Flow Cytometry, Single Cell RNA-Sequencing, CRISPR, Computational Tool",Pan-cancer,Not Applicable,GSE228415,Open Access
PublicationView,CA209992,CSBC,"Microenvironment, Metastasis",10.1103/physrevx.12.031027,Phys Rev X,38009085,https://pubmed.ncbi.nlm.nih.gov/38009085,Cell-Matrix Elastocapillary Interactions Drive Pressure-based Wetting of Cell Aggregates,2022,,"M S Yousafzai, V Yadav, S Amiri, M F Staddon, Y Errami, G Jaspard, S Banerjee, M Murrell","Cell-matrix interfacial energies and the energies of matrix deformations may be comparable on cellular length-scales, yet how capillary effects influence tis sue shape and motion are unknown. In this work, we induce wetting (spreading and migration) of cell aggregates, as models of active droplets onto adhesive substrates of varying elasticity and correlate the dynamics of wetting to the balance of interfacial tensions. Upon wetting rigid substrates, cell-substrate tension drives outward expansion of the monolayer. By contrast, upon wetting compliant substrates, cell substrate tension is attenuated and aggregate capillary forces contribute to internal pressures that drive expansion. Thus, we show by experiments, data-driven modeling and computational simulations that myosin-driven 'active elasto-capillary' effects enable adaptation of wetting mechanisms to substrate rigidity and introduce a novel, pressure-based mechanism for guiding collective cell motion.","Cell Culture, Immunofluorescent Staining Method, Microscopy, Computational Modeling",Pan-cancer,Not Applicable,Not Applicable,Open Access
PublicationView,CA209997,CSBC,"Heterogeneity, Drug Resistance/Sensitivity",10.1016/j.ccell.2023.10.006,Cancer Cell,37922910,https://pubmed.ncbi.nlm.nih.gov/37922910,Anti-PD-1 immunotherapy with androgen deprivation therapy induces robust immune infiltration in metastatic castration-sensitive prostate cancer,2023,"Immunotherapy, Clinical Trial, Tumor Microenvironment, Metastatic Prostate Cancer, Adt, Clinical Translational Science, Hormone-sensitive, Anti-pd-1 Therapy, Single Cell Rna Sequencing","Jessica E Hawley, Aleksandar Z Obradovic, Matthew C Dallos, Emerson A Lim, Karie Runcie, Casey R Ager, James McKiernan, Christopher B Anderson, Guarionex J Decastro, Joshua Weintraub, Renu Virk, Israel Lowy, Jianhua Hu, Matthew G Chaimowitz, Xinzheng V Guo, Ya Zhang, Michael C Haffner, Jeremy Worley, Mark N Stein, Andrea Califano, Charles G Drake","When compared to other malignancies, the tumor microenvironment (TME) of primary and castration-resistant prostate cancer (CRPC) is relatively devoid of immune infiltrates. While androgen deprivation therapy (ADT) induces a complex immune infiltrate in localized prostate cancer, the composition of the TME in metastatic castration-sensitive prostate cancer (mCSPC), and the effects of ADT and other treatments in this context are poorly understood. Here, we perform a comprehensive single-cell RNA sequencing (scRNA-seq) profiling of metastatic sites from patients participating in a phase 2 clinical trial (NCT03951831) that evaluated standard-of-care chemo-hormonal therapy combined with anti-PD-1 immunotherapy. We perform a longitudinal, protein activity-based analysis of TME subpopulations, revealing immune subpopulations conserved across multiple metastatic sites. We also observe dynamic changes in these immune subpopulations in response to treatment and a correlation with clinical outcomes. Our study uncovers a therapy-resistant, transcriptionally distinct tumor subpopulation that expands in cell number in treatment-refractory patients.","Clinical Study, Single Cell RNA-Sequencing, Quantitative Multiplex Immunofluorescence       ",Prostate Neoplasm,Prostate Gland,10.17632/5nnw8xrh5m.1,Open Access
PublicationView,,,,10.1158/0008-5472.can-22-2350,Cancer Res,37702657,https://pubmed.ncbi.nlm.nih.gov/37702657,CK1δ/CK1ε Signaling Sustains Mitochondrial Metabolism and Cell Survival in Multiple Myeloma,2023,,"Karen L Burger, Mario R Fernandez, Mark B Meads, Praneeth Reddy Sudalagunta, Paula S Oliveira, Rafael Renatino Canevarolo, Raghunandan Reddy Alugubelli, Alexandre Tungsevik, Gabe De Avila, Maria Silva, Allison I Graeter, Hongyue Dai, Nicole D Vincelette, Antony Prabhu, Dario Magaletti, Chunying Yang, Weimin Li, Amit Kulkarni, Oliver Alexander Hampton, John M Koomen, William R Roush, Andrii Monastyrskyi, Anders E Berglund, Ariosto S Silva, John L Cleveland, Kenneth H Shain","Multiple myeloma (MM) remains an incurable malignancy due to acquisition of intrinsic programs that drive therapy resistance. Here we report that casein kinase-1δ (CK1δ) and CK1ε are therapeutic targets in MM that are necessary to sustain mitochondrial metabolism. Specifically, the dual CK1δ/CK1ε inhibitor SR-3029 had potent in vivo and ex vivo anti-MM activity, including against primary MM patient specimens. RNA sequencing (RNA-seq) and metabolic analyses revealed inhibiting CK1δ/CK1ε disables MM metabolism by suppressing genes involved in oxidative phosphorylation (OxPhos), reducing citric acid cycle intermediates, and suppressing Complexes I and IV of the electron transport chain. Finally, sensitivity of MM patient specimens to SR-3029 correlated with elevated expression of mitochondrial genes, and RNA-seq from 687 MM patient samples revealed that increased CSNK1D, CSNK1E, and OxPhos genes correlates with disease progression and inferior outcomes. Thus, increases in mitochondrial metabolism are a hallmark of MM progression that can be disabled by targeting CK1δ/CK1ε.","Cell Culture, Apoptosis Assay, Xenograft, RNA Sequencing, Flow Cytometry, Gene Set Enrichment Analysis       ",Multiple Myeloma,Blood,"GSE241861, syn52339255",Open Access
PublicationView,"CA214381, CA261694","MetNet, TEC","Tumor-Immune, Metastasis, Drug Resistance/Sensitivity, Method/Assay Development, Microenvironment",10.1039/d3lc00512g,Lab Chip,37771308,https://pubmed.ncbi.nlm.nih.gov/37771308,"Development of a perfusable, hierarchical microvasculature-on-a-chip model",2023,,"Sophia W Chen, Adriana Blazeski, Shun Zhang, Sarah E Shelton, Giovanni S Offeddu, Roger D Kamm","Several methods have been developed for generating 3D, <i>in vitro</i>, organ-on-chip models of human vasculature to study vascular function, transport, and tissue engineering. However, many of these existing models lack the hierarchical nature of the arterial-to-capillary-to-venous architecture that is key to capturing a more comprehensive view of the human microvasculature. Here, we present a perfusable, multi-compartmental model that recapitulates the three microvascular compartments to assess various physiological properties such as vessel permeability, vasoconstriction dynamics, and circulating cell arrest and extravasation. Viscous finger patterning and passive pumping create the larger arterial and venular lumens, while the smaller diameter capillary bed vessels are generated through self-assembly. These compartments anastomose and form a perfusable, hierarchical system that portrays the directionality of blood flow through the microvasculature. The addition of collagen channels reduces the apparent permeability of the central capillary region, likely by reducing leakage from the side channels, enabling more accurate measurements of vascular permeability-an important motivation for this study. Furthermore, the model permits modulation of fluid flow and shear stress conditions throughout the system by using hydrostatic pressure heads to apply pressure differentials across either the arteriole or the capillary. This is a pertinent system for modeling circulating tumor or T cell dissemination and extravasation. Circulating cells were found to arrest in areas conducive to physical trapping or areas with the least amount of shear stress, consistent with hemodynamic or mechanical theories of metastasis. Overall, this model captures more features of human microvascular beds and is capable of testing a broad variety of hypotheses.","Microfluidics, Modeling, Cell Culture","Lung Neoplasm, Breast Neoplasm",Not Applicable,Not Applicable,Open Access
PublicationView,"CA227550, CA250044","CSBC, PS-ON","Heterogeneity, Drug Resistance/Sensitivity, Metastasis",10.1042/bcj20230281,Biochem J,37869794,https://pubmed.ncbi.nlm.nih.gov/37869794,Activating mutations drive human MEK1 kinase using a gear-shifting mechanism,2023,"Enhanced Sampling, Oncogenic Driver, Conformational Plasticity, Activating Mutations, Dynamical Correlation","Keshav Patil, Yiming Wang, Zhangtao Chen, Krishna Suresh, Ravi Radhakrishnan","There is an unmet need to classify cancer-promoting kinase mutations in a mechanistically cognizant way. The challenge is to understand how mutations stabilize different kinase configurations to alter function, and how this influences pathogenic potential of the kinase and its responses to therapeutic inhibitors. This goal is made more challenging by the complexity of the mutational landscape of diseases, and is further compounded by the conformational plasticity of each variant where multiple conformations coexist. We focus here on the human MEK1 kinase, a vital component of the RAS/MAPK pathway in which mutations cause cancers and developmental disorders called RASopathies. We sought to explore how these mutations alter the human MEK1 kinase at atomic resolution by utilizing enhanced sampling simulations and free energy calculations. We computationally mapped the different conformational stabilities of individual mutated systems by delineating the free energy landscapes, and showed how this relates directly to experimentally quantified developmental transformation potentials of the mutations. We conclude that mutations leverage variations in the hydrogen bonding network associated with the conformational plasticity to progressively stabilize the active-like conformational state of the kinase while destabilizing the inactive-like state. The mutations alter residue-level internal molecular correlations by differentially prioritizing different conformational states, delineating the various modes of MEK1 activation reminiscent of a gear-shifting mechanism. We define the molecular basis of conversion of this kinase from its inactive to its active state, connecting structure, dynamics, and function by delineating the energy landscape and conformational plasticity, thus augmenting our understanding of MEK1 regulation.",Pending Annotation,Pending Annotation,Pending Annotation,Pending Annotation,Restricted Access
PublicationView,CA228963,PS-ON,Tumor-Immune,10.1093/nar/gkad821,Nucleic Acids Res,37823611,https://pubmed.ncbi.nlm.nih.gov/37823611,The landscape of human SVA retrotransposons,2023,,"Chong Chu, Eric W Lin, Antuan Tran, Hu Jin, Natalie I Ho, Alexander Veit, Isidro Cortes-Ciriano, Kathleen H Burns, David T Ting, Peter J Park","SINE-VNTR-Alu (SVA) retrotransposons are evolutionarily young and still-active transposable elements (TEs) in the human genome. Several pathogenic SVA insertions have been identified that directly mutate host genes to cause neurodegenerative and other types of diseases. However, due to their sequence heterogeneity and complex structures as well as limitations in sequencing techniques and analysis, SVA insertions have been less well studied compared to other mobile element insertions. Here, we identified polymorphic SVA insertions from 3646 whole-genome sequencing (WGS) samples of >150 diverse populations and constructed a polymorphic SVA insertion reference catalog. Using 20 long-read samples, we also assembled reference and polymorphic SVA sequences and characterized the internal hexamer/variable-number-tandem-repeat (VNTR) expansions as well as differing SVA activity for SVA subfamilies and human populations. In addition, we developed a module to annotate both reference and polymorphic SVA copies. By characterizing the landscape of both reference and polymorphic SVA retrotransposons, our study enables more accurate genotyping of these elements and facilitate the discovery of pathogenic SVA insertions.",Whole Genome Sequencing,Pan-cancer,Not Applicable,Not Applicable,Open Access
