Component,Publication Grant Number,Publication Consortium Name,Publication Theme Name,Publication Doi,Publication Journal,Pubmed Id,Pubmed Url,Publication Title,Publication Year,Publication Keywords,Publication Authors,Publication Abstract,Publication Assay,Publication Tumor Type,Publication Tissue,Publication Dataset Alias,Publication Accessibility
PublicationView,CA224013,PDMC,"Microenvironment, Heterogeneity",10.1016/j.celrep.2019.09.056,Cell Rep,31665640,https://pubmed.ncbi.nlm.nih.gov/31665640,Glutamine Anabolism Plays a Critical Role in Pancreatic Cancer by Coupling Carbon and Nitrogen Metabolism,2019,"Glutamine, Glutamine synthetase, Hexosamine, Nucleotide, Pancreatic cancer, nitrogen metabolism, K-ras, Α-ketoglutarate, Glutamate Ammonia Ligase","Alex J Bott, Jianliang Shen, Claudia Tonelli, Le Zhan, Nithya Sivaram, Ya-Ping Jiang, Xufen Yu, Vrushank Bhatt, Eric Chiles, Hua Zhong, Sara Maimouni, Weiwei Dai, Stephani Velasquez, Ji-An Pan, Nathiya Muthalagu, Jennifer Morton, Tracy G Anthony, Hui Feng, Wouter H Lamers, Daniel J Murphy, Jessie Yanxiang Guo, Jian Jin, Howard C Crawford, Lanjing Zhang, Eileen White, Richard Z Lin, Xiaoyang Su, David A Tuveson, Wei-Xing Zong","Glutamine is thought to play an important role in cancer cells by being deaminated via glutaminolysis to α-ketoglutarate (aKG) to fuel the tricarboxylic acid (TCA) cycle. Supporting this notion, aKG supplementation can restore growth/survival of glutamine-deprived cells. However, pancreatic cancers are often poorly vascularized and limited in glutamine supply, in alignment with recent concerns on the significance of glutaminolysis in pancreatic cancer. Here, we show that aKG-mediated rescue of glutamine-deprived pancreatic ductal carcinoma (PDAC) cells requires glutamate ammonia ligase (GLUL), the enzyme responsible for de novo glutamine synthesis. GLUL-deficient PDAC cells are capable of the TCA cycle but defective in aKG-coupled glutamine biosynthesis and subsequent nitrogen anabolic processes. Importantly, GLUL expression is elevated in pancreatic cancer patient samples and in mouse PDAC models. GLUL ablation suppresses the development of Kras<sup>G12D</sup>-driven murine PDAC. Therefore, GLUL-mediated glutamine biosynthesis couples the TCA cycle with nitrogen anabolism and plays a critical role in PDAC.",,,,,Open Access
PublicationView,CA202177,PS-ON,"Microenvironment, Metastasis",10.1364/optica.6.000076,Optica,31984218,https://pubmed.ncbi.nlm.nih.gov/31984218,Scanless volumetric imaging by selective access multifocal multiphoton microscopy,2019,,"Yi Xue, Kalen P Berry, Josiah R Boivin, Christopher J Rowlands, Yu Takiguchi, Elly Nedivi, Peter T C So","Simultaneous, high-resolution imaging across a large number of synaptic and dendritic sites is critical for understanding how neurons receive and integrate signals. Yet, functional imaging that targets a large number of submicrometer-sized synaptic and dendritic locations poses significant technical challenges. We demonstrate a new parallelized approach to address such questions, increasing the signal-to-noise ratio by an order of magnitude compared to previous approaches. This selective access multifocal multiphoton microscopy uses a spatial light modulator to generate multifocal excitation in three dimensions (3D) and a Gaussian-Laguerre phase plate to simultaneously detect fluorescence from these spots throughout the volume. We test the performance of this system by simultaneously recording Ca<sup>2+</sup> dynamics from cultured neurons at 98-118 locations distributed throughout a 3D volume. This is the first demonstration of 3D imaging in a ""single shot"" and permits synchronized monitoring of signal propagation across multiple different dendrites.",,,,,Open Access
PublicationView,CA217376,CSBC,"Microenvironment, Evolution, Epigenetics, Heterogeneity",10.3390/cancers14205008,Cancers (Basel),36291791,https://pubmed.ncbi.nlm.nih.gov/36291791,Comparative Evaluation of Tumor-Infiltrating Lymphocytes in Companion Animals: Immuno-Oncology as a Relevant Translational Model for Cancer Therapy,2022,"Canine, TILs, Neoplasia, Comparative Oncology","Christopher J Pinard, None None, Andrew Lagree, Fang-I Lu, Jonathan Klein, Michelle L Oblak, Roberto Salgado, Juan Carlos Pinto Cardenas, Barbara Brunetti, Luisa Vera Muscatello, Giuseppe Sarli, Maria Pia Foschini, Alexandros Hardas, Simon P Castillo, Khalid AbdulJabbar, Yinyin Yuan, David A Moore, William T Tran","Despite the important role of preclinical experiments to characterize tumor biology and molecular pathways, there are ongoing challenges to model the tumor microenvironment, specifically the dynamic interactions between tumor cells and immune infiltrates. Comprehensive models of host-tumor immune interactions will enhance the development of emerging treatment strategies, such as immunotherapies. Although in vitro and murine models are important for the early modelling of cancer and treatment-response mechanisms, comparative research studies involving veterinary oncology may bridge the translational pathway to human studies. The natural progression of several malignancies in animals exhibits similar pathogenesis to human cancers, and previous studies have shown a relevant and evaluable immune system. Veterinary oncologists working alongside oncologists and cancer researchers have the potential to advance discovery. Understanding the host-tumor-immune interactions can accelerate drug and biomarker discovery in a clinically relevant setting. This review presents discoveries in comparative immuno-oncology and implications to cancer therapy.",,,,,Open Access
PublicationView,"CA217514, CA214300","TEC, PDMC","Microenvironment, Epigenetics, Metastasis, Tumor-Immune",10.1016/j.gendis.2019.10.012,Genes Dis,33997167,https://pubmed.ncbi.nlm.nih.gov/33997167,Integrated chromatin and transcriptomic profiling of patient-derived colon cancer organoids identifies personalized drug targets to overcome oxaliplatin resistance,2021,"Drug screening, Personalized Medicine, Chromatin Accessibility, Target Discovery, Patient-derived Organoids","Kuei-Ling Tung, Kai-Yuan Chen, Marcos Negrete, Tianyi Chen, Alexias Safi, Abed Alhalim Aljamal, Lingyun Song, Gregory E Crawford, Shengli Ding, David S Hsu, Xiling Shen","Colorectal cancer is a leading cause of cancer deaths. Most colorectal cancer patients eventually develop chemoresistance to the current standard-of-care therapies. Here, we used patient-derived colorectal cancer organoids to demonstrate that resistant tumor cells undergo significant chromatin changes in response to oxaliplatin treatment. Integrated transcriptomic and chromatin accessibility analyses using ATAC-Seq and RNA-Seq identified a group of genes associated with significantly increased chromatin accessibility and upregulated gene expression. CRISPR/Cas9 silencing of fibroblast growth factor receptor 1 (FGFR1) and oxytocin receptor (OXTR) helped overcome oxaliplatin resistance. Similarly, treatment with oxaliplatin in combination with an FGFR1 inhibitor (PD166866) or an antagonist of OXTR (L-368,899) suppressed chemoresistant organoids. However, oxaliplatin treatment did not activate either FGFR1 or OXTR expression in another resistant organoid, suggesting that chromatin accessibility changes are patient-specific. The use of patient-derived cancer organoids in combination with transcriptomic and chromatin profiling may lead to precision treatments to overcome chemoresistance in colorectal cancer.",,,,,Open Access
PublicationView,CA210152,PS-ON,"Microenvironment, Metastasis",10.1016/j.isci.2023.105973,iScience,36756378,https://pubmed.ncbi.nlm.nih.gov/36756378,Regulation of DNA damage response by trimeric G-proteins,2023,"Molecular biology, Cell biology, Biological sciences","Amer Ali Abd El-Hafeez, Nina Sun, Anirban Chakraborty, Jason Ear, Suchismita Roy, Pranavi Chamarthi, Navin Rajapakse, Soumita Das, Kathryn E Luker, Tapas K Hazra, Gary D Luker, Pradipta Ghosh","Upon sensing DNA double-strand breaks (DSBs), eukaryotic cells either die or repair DSBs via one of the two competing pathways, i.e., non-homologous end-joining (NHEJ) or homologous recombination (HR). We show that cell fate after DSBs hinges on GIV/Girdin, a guanine nucleotide-exchange modulator of heterotrimeric Giα•βγ protein. GIV suppresses HR by binding and sequestering BRCA1, a key coordinator of multiple steps within the HR pathway, away from DSBs; it does so using a C-terminal motif that binds BRCA1's BRCT-modules via both phospho-dependent and -independent mechanisms. Using another non-overlapping C-terminal motif GIV binds and activates Gi and enhances the ""free"" Gβγ→PI-3-kinase→Akt pathway, which promotes survival and is known to suppress HR, favor NHEJ. Absence of GIV, or loss of either of its C-terminal motifs enhanced cell death upon genotoxic stress. Because GIV selectively binds other BRCT-containing proteins suggests that G-proteins may fine-tune sensing, repair, and survival after diverse types of DNA damage.",,,,,Open Access
PublicationView,CA214297,PS-ON,"Microenvironment, Metastasis",10.1038/s41698-019-0090-5,NPJ Precis Oncol,31341951,https://pubmed.ncbi.nlm.nih.gov/31341951,Blood-based monitoring identifies acquired and targetable driver <i>HER2</i> mutations in endocrine-resistant metastatic breast cancer,2019,"Breast cancer, Cancer Genomics","Arielle J Medford, Taronish D Dubash, Dejan Juric, Laura Spring, Andrzej Niemierko, Neelima Vidula, Jeffrey Peppercorn, Steven Isakoff, Brittany A Reeves, Joseph A LiCausi, Benjamin Wesley, Giuliana Malvarosa, Megan Yuen, Ben S Wittner, Michael S Lawrence, A John Iafrate, Leif Ellisen, Beverly Moy, Mehmet Toner, Shyamala Maheswaran, Daniel A Haber, Aditya Bardia","Plasma genotyping identifies potentially actionable mutations at variable mutant allele frequencies, often admixed with multiple subclonal variants, highlighting the need for their clinical and functional validation. We prospectively monitored plasma genotypes in 143 women with endocrine-resistant metastatic breast cancer (MBC), identifying multiple novel mutations including <i>HER2</i> mutations (8.4%), albeit at different frequencies highlighting clinical heterogeneity. To evaluate functional significance, we established ex vivo culture from circulating tumor cells (CTCs) from a patient with <i>HER2</i>-mutant MBC, which revealed resistance to multiple targeted therapies including endocrine and CDK 4/6 inhibitors, but high sensitivity to neratinib (IC50: 0.018 μM). Immunoblotting analysis of the <i>HER2</i>-mutant CTC culture line revealed high levels of HER2 expression at baseline were suppressed by neratinib, which also abrogated downstream signaling, highlighting oncogenic dependency with HER2 mutation. Furthermore, treatment of an index patient with <i>HER2</i>-mutant MBC with the irreversible HER2 inhibitor neratinib resulted in significant clinical response, with complete molecular resolution of two distinct clonal <i>HER2</i> mutations, with persistence of other passenger subclones, confirming HER2 alteration as a driver mutation. Thus, driver <i>HER2</i> mutant alleles that emerge during blood-based monitoring of endocrine-resistant MBC confer novel therapeutic vulnerability, and ex vivo expansion of viable CTCs from the blood circulation may broadly complement plasma-based mutational analysis in MBC.",,,,,Open Access
PublicationView,CA209988,CSBC,"Microenvironment, Heterogeneity, Drug Resistance/Sensitivity",10.1016/j.xcrm.2021.100267,Cell Rep Med,34095877,https://pubmed.ncbi.nlm.nih.gov/34095877,Cabozantinib and dasatinib synergize to induce tumor regression in non-clear cell renal cell carcinoma,2021,"MEK, Kidney cancer, VEGFR, Dasatinib, Src, Combination Therapies, Cabozantinib, High Throughput Screen, Non-clear Cell Renal Cell Carcinoma, Cobimetinib","Hui-Wen Lue, Daniel S Derrick, Soumya Rao, Ahna Van Gaest, Larry Cheng, Jennifer Podolak, Samantha Lawson, Changhui Xue, Devin Garg, Ralph White, Christopher W Ryan, Justin M Drake, Anna Ritz, Laura M Heiser, George V Thomas","The lack of effective treatment options for advanced non-clear cell renal cell carcinoma (NCCRCC) is a critical unmet clinical need. Applying a high-throughput drug screen to multiple human kidney cancer cells, we identify the combination of the VEGFR-MET inhibitor cabozantinib and the SRC inhibitor dasatinib acts synergistically in cells to markedly reduce cell viability. Importantly, the combination is well tolerated and causes tumor regression <i>in vivo</i>. Transcriptional and phosphoproteomic profiling reveals that the combination converges to downregulate the MAPK-ERK signaling pathway, a result not predicted by single-agent analysis alone. Correspondingly, the addition of a MEK inhibitor synergizes with either dasatinib or cabozantinib to increase its efficacy. This study, by using approved, clinically relevant drugs, provides the rationale for the design of effective combination treatments in NCCRCC that can be rapidly translated to the clinic.",,,,"GSE171358, SRX10502049, SRX10502048, SRX10502045, SRX10502042, SRX10502046, SRX10502050, SRX10502051, SRX10502052, SRX10502053, SRX10502044, SRP313156, SRX10502047, SRX10502043",Open Access
PublicationView,CA202123,PS-ON,"Metastasis, Heterogeneity",10.1016/j.isci.2021.103252,iScience,34755092,https://pubmed.ncbi.nlm.nih.gov/34755092,A novel jamming phase diagram links tumor invasion to non-equilibrium phase separation,2021,"Cancer, Biophysics, Mechanobiology","Wenying Kang, Jacopo Ferruzzi, Catalina-Paula Spatarelu, Yu Long Han, Yasha Sharma, Stephan A Koehler, Jennifer A Mitchel, Adil Khan, James P Butler, Darren Roblyer, Muhammad H Zaman, Jin-Ah Park, Ming Guo, Zi Chen, Adrian F Pegoraro, Jeffrey J Fredberg","It is well established that the early malignant tumor invades surrounding extracellular matrix (ECM) in a manner that depends upon material properties of constituent cells, surrounding ECM, and their interactions. Recent studies have established the capacity of the invading tumor spheroids to evolve into coexistent solid-like, fluid-like, and gas-like phases. Using breast cancer cell lines invading into engineered ECM, here we show that the spheroid interior develops spatial and temporal heterogeneities in material phase which, depending upon cell type and matrix density, ultimately result in a variety of phase separation patterns at the invasive front. Using a computational approach, we further show that these patterns are captured by a novel jamming phase diagram. We suggest that non-equilibrium phase separation based upon jamming and unjamming transitions may provide a unifying physical picture to describe cellular migratory dynamics within, and invasion from, a tumor.",,,,,Open Access
PublicationView,CA274502,CSBC,"Heterogeneity, Computational Resource",10.3389/fonc.2023.1192208,Front Oncol,37384294,https://pubmed.ncbi.nlm.nih.gov/37384294,Computational drug repositioning for the identification of new agents to sensitize drug-resistant breast tumors across treatments and receptor subtypes,2023,"Drug resistance, Breast cancer, Drug Repurposing, Drug Repositioning, Primary Drug Resistance","Katharine Yu, Amrita Basu, Christina Yau, Denise M Wolf, Hani Goodarzi, Sourav Bandyopadhyay, James E Korkola, Gillian L Hirst, Smita Asare, Angela DeMichele, Nola Hylton, Douglas Yee, Laura Esserman, Laura van 't Veer, Marina Sirota","Introduction: Drug resistance is a major obstacle in cancer treatment and can involve a variety of different factors. Identifying effective therapies for drug resistant tumors is integral for improving patient outcomes. Methods: In this study, we applied a computational drug repositioning approach to identify potential agents to sensitize primary drug resistant breast cancers. We extracted drug resistance profiles from the I-SPY 2 TRIAL, a neoadjuvant trial for early stage breast cancer, by comparing gene expression profiles of responder and non-responder patients stratified into treatments within HR/HER2 receptor subtypes, yielding 17 treatment-subtype pairs. We then used a rank-based pattern-matching strategy to identify compounds in the Connectivity Map, a database of cell line derived drug perturbation profiles, that can reverse these signatures in a breast cancer cell line. We hypothesize that reversing these drug resistance signatures will sensitize tumors to treatment and prolong survival. Results: We found that few individual genes are shared among the drug resistance profiles of different agents. At the pathway level, however, we found enrichment of immune pathways in the responders in 8 treatments within the HR+HER2+, HR+HER2-, and HR-HER2- receptor subtypes. We also found enrichment of estrogen response pathways in the non-responders in 10 treatments primarily within the hormone receptor positive subtypes. Although most of our drug predictions are unique to treatment arms and receptor subtypes, our drug repositioning pipeline identified the estrogen receptor antagonist fulvestrant as a compound that can potentially reverse resistance across 13/17 of the treatments and receptor subtypes including HR+ and triple negative. While fulvestrant showed limited efficacy when tested in a panel of 5 paclitaxel resistant breast cancer cell lines, it did increase drug response in combination with paclitaxel in HCC-1937, a triple negative breast cancer cell line. Conclusion: We applied a computational drug repurposing approach to identify potential agents to sensitize drug resistant breast cancers in the I-SPY 2 TRIAL. We identified fulvestrant as a potential drug hit and showed that it increased response in a paclitaxel-resistant triple negative breast cancer cell line, HCC-1937, when treated in combination with paclitaxel.",,,,,Open Access
PublicationView,CA243075,CSBC,Drug Resistance/Sensitivity,10.1038/s41523-023-00530-5,NPJ Breast Cancer,37059742,https://pubmed.ncbi.nlm.nih.gov/37059742,Integration of clinical features and deep learning on pathology for the prediction of breast cancer recurrence assays and risk of recurrence,2023,,"Frederick M Howard, James Dolezal, Sara Kochanny, Galina Khramtsova, Jasmine Vickery, Andrew Srisuwananukorn, Anna Woodard, Nan Chen, Rita Nanda, Charles M Perou, Olufunmilayo I Olopade, Dezheng Huo, Alexander T Pearson","Gene expression-based recurrence assays are strongly recommended to guide the use of chemotherapy in hormone receptor-positive, HER2-negative breast cancer, but such testing is expensive, can contribute to delays in care, and may not be available in low-resource settings. Here, we describe the training and independent validation of a deep learning model that predicts recurrence assay result and risk of recurrence using both digital histology and clinical risk factors. We demonstrate that this approach outperforms an established clinical nomogram (area under the receiver operating characteristic curve of 0.83 versus 0.76 in an external validation cohort, p = 0.0005) and can identify a subset of patients with excellent prognoses who may not need further genomic testing.",,,,,Open Access
PublicationView,CA250040,PS-ON,Tumor-Immune,10.3389/fimmu.2024.1412513,Front Immunol,39253084,https://pubmed.ncbi.nlm.nih.gov/39253084,"Structure, function, and immunomodulation of the CD8 co-receptor",2024,"Monoclonal antibodies, T cell receptor, Immunomodulation, Major histocompatibility complex, T Cell Signaling, Chimeric Antigen Receptor, Cd8 Co-receptor","Shreyaa Srinivasan, Cheng Zhu, Andrew C McShan","Expressed on the surface of CD8<sup>+</sup> T cells, the CD8 co-receptor is a key component of the T cells that contributes to antigen recognition, immune cell maturation, and immune cell signaling. While CD8 is widely recognized as a co-stimulatory molecule for conventional CD8<sup>+</sup> αβ T cells, recent reports highlight its multifaceted role in both adaptive and innate immune responses. In this review, we discuss the utility of CD8 in relation to its immunomodulatory properties. We outline the unique structure and function of different CD8 domains (ectodomain, hinge, transmembrane, cytoplasmic tail) in the context of the distinct properties of CD8αα homodimers and CD8αβ heterodimers. We discuss CD8 features commonly used to construct chimeric antigen receptors for immunotherapy. We describe the molecular interactions of CD8 with classical MHC-I, non-classical MHCs, and Lck partners involved in T cell signaling. Engineered and naturally occurring CD8 mutations that alter immune responses are discussed. The applications of anti-CD8 monoclonal antibodies (mABs) that target CD8 are summarized. Finally, we examine the unique structure and function of several CD8/mAB complexes. Collectively, these findings reveal the promising immunomodulatory properties of CD8 and CD8 binding partners, not only to uncover basic immune system function, but to advance efforts towards translational research for targeted immunotherapy.",,,,,Open Access
PublicationView,CA232137,CSBC,"Microenvironment, Heterogeneity, Metabolism",10.46471/gigabyte.77,GigaByte,36949818,https://pubmed.ncbi.nlm.nih.gov/36949818,PhysiCOOL: A generalized framework for model Calibration and Optimization Of modeLing projects,2023,,"Inês G Gonçalves, David A Hormuth, Sandhya Prabhakaran, Caleb M Phillips, José Manuel García-Aznar","<i>In silico</i> models of biological systems are usually very complex and rely on a large number of parameters describing physical and biological properties that require validation. As such, parameter space exploration is an essential component of computational model development to fully characterize and validate simulation results. Experimental data may also be used to constrain parameter space (or enable model calibration) to enhance the biological relevance of model parameters. One widely used computational platform in the mathematical biology community is <i>PhysiCell,</i> which provides a standardized approach to agent-based models of biological phenomena at different time and spatial scales. Nonetheless, one limitation of <i>PhysiCell</i> is the lack of a generalized approach for parameter space exploration and calibration that can be run without high-performance computing access. Here, we present <i>PhysiCOOL</i>, an open-source Python library tailored to create standardized calibration and optimization routines for <i>PhysiCell</i> models.",,,,,Open Access
PublicationView,CA210173,PS-ON,"Microenvironment, Metastasis, Metabolism",10.1002/btm2.10403,Bioeng Transl Med,36925716,https://pubmed.ncbi.nlm.nih.gov/36925716,Vascular stiffening in aging females with a hypertension-induced HIF2A gain-of-function mutation,2023,"Hypertension, Hypoxia, Extracellular matrix, Pulmonary Arterial Hypertension, Hif, Arterial Stiffening, Hif2a, Systemic Arterial Stiffening","Eugenia Volkova, Linda Procell, Lingyang Kong, Lakshmi Santhanam, Sharon Gerecht","Pulmonary arterial hypertension (PAH) is more prevalent in females than males; the causes of this sex difference have not been adequately explored. Gain-of-function (GOF) mutations in hypoxia-inducible factor 2α (HIF2A) lead to PAH and thrombotic consequences in patients and mice. Additionally, multiple emerging studies suggest that elevated systemic arterial stiffening (SAS) occurs in PAH; this could have critical prognostic value. Here, we utilized a HIF2A GOF mouse model to determine how SAS can be used as a prognosticator in sex-divergent PAH. We analyzed survival, vascular mechanics, and vascular phenotypes in young adult (8-16 weeks) and middle age (9-12 months) Hif2a GOF mice. We find that Hif2a heterozygous (HT) female mice, but not Hif2a HT male mice, exhibit poor survival, SAS upon aging, and decreased ability to withstand repeated physiological strain. Hif2a HT female mice also display thickening of the adventitial intima and increased collagen I and collagen III in all layers of the thoracic aorta. Our findings demonstrate differing PAH progression in female and male Hif2a GOF mice. Specifically, alterations in extracellular matrix (ECM) content led to vascular stiffening in aged females, resulting in poor survival. Moreover, we show that SAS emerges early in mice with PAH by coupling studies of vascular mechanics and analyzing vascular structure and composition. Importantly, we present a model for assessing sex differences in hereditary PAH progression and sex-specific prognosis, proposing that aortic stiffening can be used to prognosticate future poor outcomes in PAH.",,,,,Open Access
PublicationView,CA217450,CSBC,"Microenvironment, Heterogeneity, Drug Resistance/Sensitivity",10.21037/tlcr-22-708,Transl Lung Cancer Res,37057106,https://pubmed.ncbi.nlm.nih.gov/37057106,Strategies to overcome resistance to ALK inhibitors in non-small cell lung cancer: a narrative review,2023,"Lung cancer, Clinical Trial, acquired resistance, Anaplastic Lymphoma Kinase (Alk)","Aakash Desai, Christine M Lovly","Background and objective: Anaplastic lymphoma kinase (ALK) rearrangements are detected in 3-7% of advanced non-small cell lung cancer (NSCLC). There are currently 5 U.S Food and Drug Administration (FDA)-approved ALK tyrosine kinase inhibitors (TKIs) for the treatment of patients with ALK-positive lung cancer in the advanced/metastatic disease setting. Despite these advances, most patients with ALK-positive lung cancer who are treated with ALK TKI therapy ultimately experience disease progression due to various mechanisms of drug resistance. In this review, we discuss strategies to address acquired therapeutic resistance to ALK inhibition, novel agents and combinatorial strategies in development for both on and off-target resistance, and some emerging approaches to prolong response to ALK inhibitors. Methods: We performed a search of peer-reviewed literature in the English language, conference abstracts, and trial registrations from the MEDLINE (Ovid), Embase (Elsevier), and CENTRAL (Cochrane Library) databases and major international oncology meetings up to August 2022. We then screened for studies describing interventions to overcome ALK resistance based on review of each title and abstract. Key content and findings: For patients with oligo-progression, treatment may include maintaining the same systemic treatment beyond progression while adding local therapies to progressing lesions. Strategies to combat ALK TKI resistance mediated by on-target resistance mechanisms include 4<sup>th</sup> generation TKIs (TPX-0131, NVL-655) and proteolysis-targeting chimeras (PROTACs) currently in development. While for those patients who develop tumor progression due to off-target (ALK independent) resistance, options may include combination therapies targeting ALK and other downstream or parallel pathways, novel antibody drug conjugates, or combinations of ALK inhibitors with chemotherapy and immunotherapy. Lastly, other potential strategies being explored in the clinic include circulating tumor DNA (ctDNA) surveillance to monitor for molecular mediators of drug resistance prior to frank progression on imaging studies and utilization of ALK TKIs in the adjuvant and neoadjuvant settings. Conclusions: Strategies to overcome resistance to currently available ALK inhibitors are urgently needed. Given the variety of resistance mechanisms, tailormade approaches are required for disease control.",,,,,Open Access
PublicationView,CA217376,CSBC,"Microenvironment, Evolution, Epigenetics, Heterogeneity",10.1038/s41586-024-07747-9,Nature,39112709,https://pubmed.ncbi.nlm.nih.gov/39112709,"The genomic landscape of 2,023 colorectal cancers",2024,,"Alex J Cornish, Andreas J Gruber, Ben Kinnersley, Daniel Chubb, Anna Frangou, Giulio Caravagna, Boris Noyvert, Eszter Lakatos, Henry M Wood, Steve Thorn, Richard Culliford, Claudia Arnedo-Pac, Jacob Househam, William Cross, Amit Sud, Philip Law, Maire Ni Leathlobhair, Aliah Hawari, Connor Woolley, Kitty Sherwood, Nathalie Feeley, Güler Gül, Juan Fernandez-Tajes, Luis Zapata, Ludmil B Alexandrov, Nirupa Murugaesu, Alona Sosinsky, Jonathan Mitchell, Nuria Lopez-Bigas, Philip Quirke, David N Church, Ian P M Tomlinson, Andrea Sottoriva, Trevor A Graham, David C Wedge, Richard S Houlston","Colorectal carcinoma (CRC) is a common cause of mortality<sup>1</sup>, but a comprehensive description of its genomic landscape is lacking<sup>2-9</sup>. Here we perform whole-genome sequencing of 2,023 CRC samples from participants in the UK 100,000 Genomes Project, thereby providing a highly detailed somatic mutational landscape of this cancer. Integrated analyses identify more than 250 putative CRC driver genes, many not previously implicated in CRC or other cancers, including several recurrent changes outside the coding genome. We extend the molecular pathways involved in CRC development, define four new common subgroups of microsatellite-stable CRC based on genomic features and show that these groups have independent prognostic associations. We also characterize several rare molecular CRC subgroups, some with potential clinical relevance, including cancers with both microsatellite and chromosomal instability. We demonstrate a spectrum of mutational profiles across the colorectum, which reflect aetiological differences. These include the role of Escherichia coli<sup>pks+</sup> colibactin in rectal cancers<sup>10</sup> and the importance of the SBS93 signature<sup>11-13</sup>, which suggests that diet or smoking is a risk factor. Immune-escape driver mutations<sup>14</sup> are near-ubiquitous in hypermutant tumours and occur in about half of microsatellite-stable CRCs, often in the form of HLA copy number changes. Many driver mutations are actionable, including those associated with rare subgroups (for example, BRCA1 and IDH1), highlighting the role of whole-genome sequencing in optimizing patient care.",,,,,Open Access
PublicationView,CA217378,CSBC,"Evolution, Heterogeneity, Drug Resistance/Sensitivity",10.1016/j.xpro.2021.100724,STAR Protoc,34401789,https://pubmed.ncbi.nlm.nih.gov/34401789,Quantitative analysis of m<sup>6</sup>A RNA modification by LC-MS,2021,"Molecular biology, Metabolism, Cell biology, Cell culture, Mass spectrometry, Chemistry","Lavina Mathur, Sunhee Jung, Cholsoon Jang, Gina Lee","<i>N</i><sup>6</sup>-adenosine methylation (m<sup>6</sup>A) of messenger RNA (mRNA) plays key regulatory roles in gene expression. Accurate measurement of m<sup>6</sup>A levels is thus critical to understand its dynamic changes in various biological settings. Here, we provide a protocol to quantitate the levels of adenosine and m<sup>6</sup>A in cellular mRNAs. Using nuclease and phosphatase, we digest mRNA into nucleosides, which are subsequently quantified using liquid chromatography mass spectrometry. For complete details on the use and execution of this protocol, please refer to Cho et al. (2021).",,,,,Open Access
PublicationView,CA210173,PS-ON,"Microenvironment, Metastasis, Metabolism",10.1038/s41467-019-12412-1,Nat Commun,31649238,https://pubmed.ncbi.nlm.nih.gov/31649238,Fate-mapping post-hypoxic tumor cells reveals a ROS-resistant phenotype that promotes metastasis,2019,,"Inês Godet, Yu Jung Shin, Julia A Ju, I Chae Ye, Guannan Wang, Daniele M Gilkes","Hypoxia is known to be detrimental in cancer and contributes to its development. In this work, we present an approach to fate-map hypoxic cells in vivo in order to determine their cellular response to physiological O<sub>2</sub> gradients as well as to quantify their contribution to metastatic spread. We demonstrate the ability of the system to fate-map hypoxic cells in 2D, and in 3D spheroids and organoids. We identify distinct gene expression patterns in cells that experienced intratumoral hypoxia in vivo compared to cells exposed to hypoxia in vitro. The intratumoral hypoxia gene-signature is a better prognostic indicator for distant metastasis-free survival. Post-hypoxic tumor cells have an ROS-resistant phenotype that provides a survival advantage in the bloodstream and promotes their ability to establish overt metastasis. Post-hypoxic cells retain an increase in the expression of a subset of hypoxia-inducible genes at the metastatic site, suggesting the possibility of a 'hypoxic memory.'",,,,"SRX3779354, SRX3779371, SRX5382138, SRX3779394, SRX3779388, SRX6779672, SRX3779355, SRX3779393, SRX3779396, SRX3779370, GSE111653, SRX3779338, SRX3779372, SRX6779675, SRX3779353, SRX3779345, SRX3779341, SRX3779376, SRX3779343, SRP219888, SRX3779336, SRP185979, SRX3779368, SRX6779674, SRX3779369, SRX3779344, SRX3779398, SRX3779386, SRX3779365, SRX3779382, SRX5382137, SRX3779347, SRX3779385, SRX3779383, SRX3779384, SRP134389, GSE136372, SRX3779337, SRX3779346, SRX3779361, SRX3779362, SRX3779350, SRX3779390, SRX3779373, SRX3779360, SRX3779358, SRX3779367, SRX3779381, SRX3779392, SRX3779375, SRX3779374, SRX3779380, SRX3779348, SRX3779391, GSE126609, SRX3779359, SRX3779387, SRX3779377, SRX3779357, SRX3779366, SRX6779673, SRX3779378, SRX3779339, SRX3779363, SRX3779349, SRX3779340, SRX3779395, SRX3779356, SRX3779351, SRX5382136, SRX3779342, SRX3779399, SRX3779352, SRX3779379, SRX3779364, SRX3779389, SRX3779397, SRX5382135",Open Access
